"","grp","chng_type","Source","Zone","SubzoneGroup","Subzone","BGC","BGCName","ZoneName","SubzoneName","VariantName","General.Location","OldSubzoneLabel","DataSet","State","Notes"
"135",268,"+","USA_2019","GBD","GBD","GBDxh","GBDxh_NV","Very Dry Hot Nevada GBD","Great Basin Desert","Very Dry Hot","Nevada","Nevada, NE California","GBD xxy","USA","NV",""
"136",269,"-","USA_2019","GBD","GBD","GBDxx","GBDxx_UT","Utah Very Dry Very Hot GBD","Great Basin Desert","Very Dry Very Hot","Utah","SE Utah","GBD xxw","USA","UT",""
"137",270,"+","USA_2019","GBD","GBD","GBDxx","GBDxx_UT","Very Dry Very Hot Utah GBD","Great Basin Desert","Very Dry Very Hot","Utah","SE Utah","GBD xxw","USA","UT",""
"138",271,"-","USA_2019","GO","GO","GOun","GOun_CO","Colorado Undifferentiated GO","Gambel Oak","Undifferentiated","Colorado","Colorado & Utah","GO  coz","USA","CO",""
"139",272,"+","USA_2019","ICH","ICH_dry","ICHdh","ICHdh_ID","Dry Hot Idaho ICH","Interior Cedar – Hemlock","Dry Hot","Idaho","NEd Idaho & NW Montana","ICH dhz","USA","ID",""
"140",273,"-","USA_2019","ICH","ICH_dry","ICHdh","ICHdh_ID","Idaho Dry Hot ICH","Interior Cedar – Hemlock","Dry Hot","Idaho","Idaho & W Montana","ICH dhz","USA","ID",""
"141",279,"+","USA_2019","ICH","ICH_dry","ICHdw","ICHdw_ID","Dry Warm Idaho ICH","Interior Cedar – Hemlock","Dry Warm","Idaho","NE Washington, N Idaho, NW Montana","ICH dwz","USA","ID",""
"142",280,"-","USA_2019","ICH","ICH_dry","ICHdw","ICHdw_ID","Idaho Dry Warm ICH","Interior Cedar – Hemlock","Dry Warm","Idaho","NE Washington & N Idaho","ICH dwz","USA","ID",""
"143",284,"+","USA_2019","ICH","ICH_meso","ICHmh","ICHmh_MT","Moist Hot Montana ICH","Interior Cedar – Hemlock","Moist Hot","Montana","NW Montana","ICH mwz","USA","MT",""
"144",285,"-","USA_2019","ICH","ICH_meso","ICHmh","ICHmh_MT","Montana Moist Hot ICH","Interior Cedar – Hemlock","Moist Hot","Montana","NW Montana","ICH mwz","USA","MT",""
"145",297,"+","USA_2019","ICH","ICH_meso","ICHmw","ICHmw_MT","Moist Warm Montana ICH","Interior Cedar – Hemlock","Moist Warm","Montana","NW Montana [N Idaho]","ICH mwy","USA","MT",""
"146",298,"-","USA_2019","ICH","ICH_meso","ICHmw","ICHmw_MT","Montana Moist Warm ICH","Interior Cedar – Hemlock","Moist Warm","Montana","NW Montana","ICH mwy","USA","MT",""
"147",308,"-","USA_2023","ICH","ICH_dry","ICHxh","ICHxh_ID","Idaho Very Dry Hot ICH","Interior Cedar – Hemlock","Very Dry Hot","Idaho","N Idaho","","USA","ID",""
"148",309,"+","USA_2023","ICH","ICH_dry","ICHxh","ICHxh_ID","Very Dry Hot Idaho ICH","Interior Cedar – Hemlock","Very Dry Hot","Idaho","N Idaho [W Montana]","","USA","ID",""
"149",312,"-","USA_2023","ICH","ICH_dry","ICHxw","ICHxw_ID","Idaho Very Dry Warm ICH","Interior Cedar – Hemlock","Very Dry Warm","Idaho","N Idaho","","USA","ID",""
"150",313,"+","USA_2023","ICH","ICH_dry","ICHxw","ICHxw_ID","Very Dry Warm Idaho ICH","Interior Cedar – Hemlock","Very Dry Warm","Idaho","NC Idaho","","USA","ID",""
"151",314,"+","USA_2019","ICH","ICH_dry","ICHxw","ICHxw_WA","Very Dry Warm Washington ICH","Interior Cedar – Hemlock","Very Dry Warm","Washington","NE Washington, N Idaho","ICH xwz","USA","WA",""
"152",315,"-","USA_2019","ICH","ICH_dry","ICHxw","ICHxw_WA","Washington Very Dry Warm ICH","Interior Cedar – Hemlock","Very Dry Warm","Washington","NE Washington","ICH xwz","USA","WA",""
"153",319,"+","USA_2019","IDF","IDF","IDFdh","IDFdh_MT","Dry Hot Montana IDF","Interior Douglas-fir","Dry Hot","Montana","NW Montana","IDF dhx","USA","MT",""
"154",320,"-","USA_2019","IDF","IDF","IDFdh","IDFdh_MT","Montana Dry Hot IDF","Interior Douglas-fir","Dry Hot","Montana","W Montana","IDF dhx","USA","MT",""
"155",321,"+","USA_2019","IDF","IDF","IDFdh","IDFdh_UT","Dry Hot Utah IDF","Interior Douglas-fir","Dry Hot","Utah","Utah, E Nevada, W Colorado","IDF utz","USA","UT",""
"156",322,"-","USA_2019","IDF","IDF","IDFdh","IDFdh_UT","Utah Dry Hot IDF","Interior Douglas-fir","Dry Hot","Utah","E Nevada & Utah & W Colorado","IDF utz","USA","UT",""
"157",323,"+","USA_2019","IDF","IDF","IDFdh","IDFdh_WA","Dry Hot Washington IDF","Interior Douglas-fir","Dry Hot","Washington","NE Washington, NW Idaho","IDF dhy","USA","WA",""
"158",324,"-","USA_2019","IDF","IDF","IDFdh","IDFdh_WA","Washington Dry Hot IDF","Interior Douglas-fir","Dry Hot","Washington","NE Washington","IDF dhy","USA","WA",""
"159",330,"+","USA_2019","IDF","IDF_cool","IDFdk","IDFdk_MT","Dry Cool Montana IDF","Interior Douglas-fir","Dry Cool","Montana","W Montana","IDF dxz","USA","MT",""
"160",331,"-","USA_2019","IDF","IDF_cool","IDFdk","IDFdk_MT","Montana Dry Cool IDF","Interior Douglas-fir","Dry Cool","Montana","NC Montana","IDF dxz","USA","MT",""
"161",332,"+","USA_2019","IDF","IDF_cool","IDFdk","IDFdk_WA","Dry Cool Washington IDF","Interior Douglas-fir","Dry Cool","Washington","NC Washington","IDF dky","USA","WA",""
"162",333,"-","USA_2019","IDF","IDF_cool","IDFdk","IDFdk_WA","Washington Dry Cool IDF","Interior Douglas-fir","Dry Cool","Washington","NC Washington","IDF dky","USA","WA",""
"163",334,"+","USA_2019","IDF","IDF_cool","IDFdkx","IDFdkx_MT","Dry Cool/Mild Montana IDF","Interior Douglas-fir","Dry Cool Mild","Montana","SW Montana, S Idaho, NW Wyoming","","USA","MT",""
"164",335,"-","USA_2019","IDF","IDF_cool","IDFdkx","IDFdkx_MT","Montana Dry Cool/Mild IDF","Interior Douglas-fir","Dry Cool/Mild","Montana","SC Montana & S Idaho & NW Wyoming","","USA","MT",""
"165",338,"+","USA_2019","IDF","IDF_meso","IDFdm","IDFdm_MT","Dry Mild Montana IDF","Interior Douglas-fir","Dry Mild","Montana","NW Montana","IDF dmz","USA","MT",""
"166",339,"-","USA_2019","IDF","IDF_meso","IDFdm","IDFdm_MT","Montana Dry Mild IDF","Interior Douglas-fir","Dry Mild","Montana","NW Montana","IDF dmz","USA","MT",""
"167",340,"+","USA_2019","IDF","IDF_meso","IDFdm","IDFdm_WA","Dry Mild Washington IDF","Interior Douglas-fir","Dry Mild","Washington","NE Washington","IDF dmy","USA","WA",""
"168",341,"-","USA_2019","IDF","IDF_meso","IDFdm","IDFdm_WA","Washington Dry Mild IDF","Interior Douglas-fir","Dry Mild","Washington","NE Washington","IDF dmy","USA","WA",""
"169",343,"+","USA_2019","IDF","IDF","IDFdx","IDFdx_MT","Dry Very Hot Montana IDF","Interior Douglas-fir","Dry Very Hot","Montana","SW Montana, EC Idaho, NW Wyoming","IDF xxz","USA","MT",""
"170",344,"-","USA_2019","IDF","IDF","IDFdx","IDFdx_MT","Montana Dry Very Hot IDF","Interior Douglas-fir","Dry Very Hot","Montana","SW Montana & S Idaho","IDF xxz","USA","MT",""
"171",345,"+","USA_2019","IDF","IDF","IDFdxx","IDFdxx_WY","Dry Very Hot Wyoming IDF","Interior Douglas-fir","Dry Very Hot","Wyoming","NC & SE Wyoming, SC Montana","","USA","WY",""
"172",346,"-","USA_2019","IDF","IDF","IDFdxx","IDFdxx_WY","Wyoming Dry Very Hot IDF","Interior Douglas-fir","Dry Very Hot","Wyoming","Wyoming & SC Montana","","USA","WY",""
"173",352,"-","USA_2019","IDF","IDF_hot","IDFxh","IDFxh_ID","Idaho Very Dry Hot IDF","Interior Douglas-fir","Very Dry Hot","Idaho","WC Idaho","IDF xhz","USA","ID",""
"174",353,"+","USA_2019","IDF","IDF_hot","IDFxh","IDFxh_ID","Very Dry Hot Idaho IDF","Interior Douglas-fir","Very Dry Hot","Idaho","C Idaho, NE Oregon, SE Washington","IDF xhz","USA","ID",""
"175",354,"-","USA_2023","IDF","IDF_hot","IDFxh","IDFxh_OR","Oregon Very Dry Hot IDF","Interior Douglas-fir","Very Dry Hot","Oregon","E Oregon","","USA","OR",""
"176",355,"+","USA_2023","IDF","IDF_hot","IDFxh","IDFxh_OR","Very Dry Hot Oregon IDF","Interior Douglas-fir","Very Dry Hot","Oregon","C & NE Oregon","","USA","OR",""
"177",356,"+","USA_2019","IDF","IDF_hot","IDFxh","IDFxh_WA","Very Dry Hot Washington IDF","Interior Douglas-fir","Very Dry Hot","Washington","NC & C Washington","IDF xhy","USA","WA",""
"178",357,"-","USA_2019","IDF","IDF_hot","IDFxh","IDFxh_WA","Washington Very Dry Hot IDF","Interior Douglas-fir","Very Dry Hot","Washington","WC Washington","IDF xhy","USA","WA",""
"179",360,"-","USA_2019","IDF","IDF_hot","IDFxm","IDFxm_CO","Colorado Very Dry Mild IDF","Interior Douglas-fir","Very Dry Mild","Colorado","N & C Colorado","IDF coz","USA","CO",""
"180",361,"+","USA_2019","IDF","IDF_hot","IDFxm","IDFxm_CO","Very Dry Mild Colorado IDF","Interior Douglas-fir","Very Dry Mild","Colorado","W & C Colorado [SE Wyoming]","IDF coz","USA","CO",""
"181",365,"-","USA_2019","IDF","IDF_hot","IDFxx","IDFxx_MT","Montana Very Dry Very Hot IDF","Interior Douglas-fir","Very Dry Very Hot","Montana","NW Montana","IDF xxy","USA","MT",""
"182",366,"+","USA_2019","IDF","IDF_hot","IDFxx","IDFxx_MT","Very Dry Very Hot Montana IDF","Interior Douglas-fir","Very Dry Very Hot","Montana","NW Montana","IDF xxy","USA","MT",""
"183",367,"+","USA_2019","IDF","IDF_hot","IDFxx","IDFxx_WA","Very Dry Very Hot Washington IDF","Interior Douglas-fir","Very Dry Very Hot","Washington","SC Washington & NC Oregon","IDF xyz","USA","WA",""
"184",368,"-","USA_2019","IDF","IDF_hot","IDFxx","IDFxx_WA","Washington Very Dry Very Hot IDF","Interior Douglas-fir","Very Dry Very Hot","Washington","WC Washington","IDF xyz","USA","WA",""
"185",369,"+","USA_2019","IGF","IGF_meso","IGFdk","IGFdk_WA","Dry Cool Washington IGF","Interior Grand Fir","Dry Cool","Washington","WC Washington","IGF dmz","USA","WA",""
"186",370,"-","USA_2019","IGF","IGF_meso","IGFdk","IGFdk_WA","Washington Dry Cool IGF","Interior Grand Fir","Dry Cool","Washington","WC Washington","IGF dmz","USA","WA",""
"187",371,"+","USA_2019","IGF","IGF_dry","IGFdw","IGFdw_OR","Dry Warm Oregon IGF","Interior Grand Fir","Dry Warm","Oregon","NC Oregon & SC Washington","IGF mwz","USA","OR",""
"188",372,"-","USA_2019","IGF","IGF_dry","IGFdw","IGFdw_OR","Oregon Dry Warm IGF","Interior Grand Fir","Dry Warm","Oregon","NW Oregon & SC Washington","IGF mwz","USA","OR",""
"189",373,"+","USA_2019","IGF","IGF_meso","IGFmh","IGFmh_OR","Moist Hot Oregon IGF","Interior Grand Fir","Moist Hot","Oregon","NE Oregon","","USA","OR",""
"190",374,"-","USA_2019","IGF","IGF_meso","IGFmh","IGFmh_OR","Oregon Moist Hot IGF","Interior Grand Fir","Moist Hot","Oregon","NE Oregon","","USA","OR",""
"191",375,"+","USA_2019","IGF","IGF_meso","IGFmm","IGFmm_OR","Moist Mild Oregon IGF","Interior Grand Fir","Moist Mild","Oregon","NE Oregon, C & NW Idaho, SE Washington","IGF mmz","USA","OR",""
"192",376,"-","USA_2019","IGF","IGF_meso","IGFmm","IGFmm_OR","Oregon Moist Mild IGF","Interior Grand Fir","Moist Mild","Oregon","NE Oregon & SW Idaho","IGF mmz","USA","OR",""
"193",377,"-","USA_2019","IGF","IGF_dry","IGFxm","IGFxm_OR","Oregon Very Dry Mild IGF","Interior Grand Fir","Very Dry Mild","Oregon","NE Oregon & SE Washington & E Idaho","","USA","OR",""
"194",378,"+","USA_2019","IGF","IGF_dry","IGFxm","IGFxm_OR","Very Dry Mild Oregon IGF","Interior Grand Fir","Very Dry Mild","Oregon","NE Oregon, C & NW Idaho, SE Washington","","USA","OR",""
"195",381,"+","USA_2019","IMA","IMA","IMAun","IMAun_CO","Colorado IMA","Interior Mountain-heather Alpine","","Colorado","E Utah & W Colorado","IMA us","USA","CO",""
"196",382,"-","USA_2019","IMA","IMA","IMAun","IMAun_CO","Colorado Undifferentiated IMA","Interior Mountain-heather Alpine","Undifferentiated","Colorado","Colorado","IMA us","USA","CO",""
"197",383,"+","USA_2023","IMA","IMA","IMAun","IMAun_ID","Idaho IMA","Interior Mountain-heather Alpine","","Idaho","C & EC Idaho","IMA us","USA","WY",""
"198",384,"-","USA_2023","IMA","IMA","IMAun","IMAun_ID","Idaho Undifferentiated IMA","Interior Mountain-heather Alpine","Undifferentiated","Idaho","Idaho","IMA us","USA","WY",""
"199",385,"+","USA_2019","IMA","IMA","IMAun","IMAun_MT","Montana IMA","Interior Mountain-heather Alpine","","Montana","W Montana","IMA us","USA","MT",""
"200",386,"-","USA_2019","IMA","IMA","IMAun","IMAun_MT","Montana Undifferentiated IMA","Interior Mountain-heather Alpine","Undifferentiated","Montana","Montana","IMA us","USA","MT",""
"201",387,"+","USA_2023","IMA","IMA","IMAun","IMAun_OR","Oregon IMA","Interior Mountain-heather Alpine","","Oregon","NE Oregon & WC Idaho","IMA us","USA","WY",""
"202",388,"-","USA_2023","IMA","IMA","IMAun","IMAun_OR","Oregon Undifferentiated IMA","Interior Mountain-heather Alpine","Undifferentiated","Oregon","Oregon","IMA us","USA","WY",""
"203",389,"+","USA_2019","IMA","IMA","IMAun","IMAun_WA","Washington IMA","Interior Mountain-heather Alpine","","Washington","WC Washington","IMA us","USA","WA",""
"204",390,"-","USA_2019","IMA","IMA","IMAun","IMAun_WA","Washington Undifferentiated IMA","Interior Mountain-heather Alpine","Undifferentiated","Washington","Washington","IMA us","USA","WA",""
"205",391,"+","USA_2019","IMA","IMA","IMAun","IMAun_WY","Wyoming IMA","Interior Mountain-heather Alpine","","Wyoming","WC Wyoming, EC Idaho, & SW Montana","IMA us","USA","WY",""
"206",392,"-","USA_2019","IMA","IMA","IMAun","IMAun_WY","Wyoming Undifferentiated IMA","Interior Mountain-heather Alpine","Undifferentiated","Wyoming","Wyoming","IMA us","USA","WY",""
"207",394,"-","USA_2019","IWF","IWF","IWFdm","IWFdm_CO","Colorado Dry Mild IWF","Interior White Fir","Dry Mild","Colorado","S Colorado","IWF cow","USA","CO",""
"208",395,"+","USA_2019","IWF","IWF","IWFdm","IWFdm_CO","Dry Mild Colorado IWF","Interior White Fir","Dry Mild","Colorado","SW & SC Colorado","IWF cow","USA","CO",""
"209",396,"+","USA_2019","IWF","IWF","IWFdw","IWFdw_OR","Dry Warm Oregon IWF","Interior White Fir","Dry Warm","Oregon","SC Oregon, NE California","IWF dcz","USA","OR",""
"210",397,"-","USA_2019","IWF","IWF","IWFdw","IWFdw_OR","Oregon Dry Warm IWF","Interior White Fir","Dry Warm","Oregon","C Oregon","IWF dcz","USA","OR",""
"211",398,"-","USA_2019","IWF","IWF","IWFxk","IWFxk_NV","Nevada Very Dry Cool IWF","Interior White Fir","Very Dry Cool","Nevada","E Nevada","","USA","NV",""
"212",399,"+","USA_2019","IWF","IWF","IWFxk","IWFxk_NV","Very Dry Cool Nevada IWF","Interior White Fir","Very Dry Cool","Nevada","E Nevada","","USA","NV",""
"213",400,"-","USA_2019","IWF","IWF","IWFxm","IWFxm_CA","Nevada Very Dry Mild IWF","Interior White Fir","Very Dry Mild","Nevada","E California & W Nevada","IWF nvy","USA","NV",""
"214",401,"+","USA_2019","IWF","IWF","IWFxm","IWFxm_CA","Very Dry Mild Nevada IWF","Interior White Fir","Very Dry Mild","Nevada","NE California, W Nevada, near Lake Tahoe","IWF nvy","USA","NV",""
"215",402,"-","USA_2019","JPW","JPW","JPWdm","JPWdm_WY","Wyoming Dry Mild JPW","Juniper – Pine Woodland","Dry Mild","Wyoming","Wyoming","JPW wy","USA","WY",""
"216",403,"-","USA_2019","JPW","JPW","JPWdw","JPWdw_UT","Utah Dry Warm JPW","Juniper – Pine Woodland","Dry Warm","Utah","E Utah & W Colorado","JPW cop","USA","UT",""
"217",404,"-","USA_2019","JPW","JPW","JPWwm","JPWwm_CO","Colorado Wet Mild JPW","Juniper – Pine Woodland","Wet Mild","Colorado","S Colorado","JPW srm","USA","CO",""
"218",405,"-","USA_2019","JPW","JPW","JPWxh","JPWxh_CA","California Very Dry Hot JPW","Juniper – Pine Woodland","Very Dry Hot","California","S California","","USA","CA",""
"219",406,"-","USA_2019","JPW","JPW","JPWxw","JPWxw_NV","Nevada Very Dry Warm JPW","Juniper – Pine Woodland","Very Dry Warm","Nevada","Nevada & W Utah","JPW gbz","USA","NV",""
"220",407,"+","USA_2019","MDCH","MDCH","MDCHun","MDCHun_NV","Nevada MDCH","Madrean Chaparral","","Nevada","SE Nevada, SW Utah [NW & C Arizona]","MDCH un","USA","NV",""
"221",408,"-","USA_2019","MDCH","MDCH","MDCHun","MDCHun_NV","Nevada Undifferentiated MDCH","Madrean Chaparral","Undifferentiated","Nevada","Nevada & Utah & Arizona","MDCH un","USA","NV",""
"222",411,"+","USA_2019","MGP","MGP","MGPmw","MGPmw_MT","Moist Warm Montana MGP","Mixed-grass Prairie","Moist Warm","Montana","N & E Montana, E Wyoming, C & NC Colorado","MGP un","USA","MT",""
"223",412,"-","USA_2019","MGP","MGP","MGPmw","MGPmw_MT","Montana Moist Warm MGP","Mixed-grass Prairie","Moist Warm","Montana","Montana & E Wyoming","MGP un","USA","MT",""
"224",413,"+","USA_2019","MHRF","MHRF","MHRFdm","MHRFdm_OR","Dry Maritime Oregon MHRF","Mountain Hemlock – Shasta Red Fir","Dry Maritime","Oregon","SW Oregon, N California","MHRFmmz","USA","OR",""
"225",414,"-","USA_2019","MHRF","MHRF","MHRFdm","MHRFdm_OR","Oregon Dry Maritime MHRF","Mountain Hemlock Cedar – Shasta Red Fir","Dry Maritime","Oregon","SW Oregon & California","MHRFmmz","USA","OR",""
"226",415,"+","USA_2026","MHRF","MHRF","MHRFdmp","MHRFdmp_OR","Dry Maritime Oregon Parkland MHRF","Mountain Hemlock – Shasta Red Fir","Dry Maritime","OR","SW Oregon, N California","","USA","OR",""
"227",416,"-","USA_2019","MHRF","MHRF","MHRFds","MHRFds_CA","California Dry Submaritime MHRF","Mountain Hemlock Cedar – Shasta Red Fir","Dry Submaritime","California","SW Oregon & California","MHRFmsz","USA","CA",""
"228",417,"+","USA_2019","MHRF","MHRF","MHRFds","MHRFds_CA","Dry Submaritime California MHRF","Mountain Hemlock – Shasta Red Fir","Dry Submaritime","California","SW Oregon, N & EC California","MHRFmsz","USA","CA",""
"229",418,"+","USA_2026","MHRF","MHRF","MHRFdsp","MHRFdsp_CA","Dry Submaritime California Parkland MHRF","Mountain Hemlock – Shasta Red Fir","Dry Submaritime","CA","SW Oregon, N & EC California","","USA","CA",""
"230",419,"+","USA_2019","MHRF","MHRF","MHRFmm","MHRFmm_OR","Moist Maritime Oregon MHRF","Mountain Hemlock – Shasta Red Fir","Moist Maritime","Oregon","SW Oregon","MHRFwmz","USA","OR",""
"231",420,"-","USA_2019","MHRF","MHRF","MHRFmm","MHRFmm_OR","Oregon Moist Maritime MHRF","Mountain Hemlock Cedar – Shasta Red Fir","Moist Maritime","Oregon","Oregon","MHRFwmz","USA","OR",""
"232",421,"+","USA_2026","MHRF","MHRF","MHRFmmp","MHRFmmp_OR","Moist Maritime Oregon Parkland MHRF","Mountain Hemlock – Shasta Red Fir","Moist Maritime","OR","SW Oregon","","USA","OR",""
"233",422,"+","USA_2019","MH","MH_maritime","MHdm","MHdm_OR","Dry Maritime Oregon MH","Mountain Hemlock","Dry Maritime","Oregon","NW & WC Oregon","MH  dmz","USA","OR",""
"234",423,"-","USA_2019","MH","MH_maritime","MHdm","MHdm_OR","Oregon Dry Maritime MH","Mountain Hemlock","Dry Maritime","Oregon","SW Washington & W Oregon","MH  dmz","USA","OR",""
"235",424,"+","USA_2026","MH","MH_maritme","MHdmp","MHdmp_OR","Dry Maritime Oregon Parkland MH","Mountain Hemlock","Dry Maritime","OR","NW & WC Oregon","","USA","OR",""
"236",425,"+","USA_2019","MH","MH_submaritme","MHds","MHds_OR","Dry Submaritime Oregon MH","Mountain Hemlock","Dry Submaritime","Oregon","W Oregon","MH  dsz","USA","OR",""
"237",426,"-","USA_2019","MH","MH_submaritme","MHds","MHds_OR","Oregon Dry Submaritime MH","Mountain Hemlock","Dry Submaritime","Oregon","W Oregon","MH  dsz","USA","OR",""
"238",427,"+","USA_2019","MH","MH_submaritme","MHds","MHds_WA","Dry Submaritime Washington MH","Mountain Hemlock","Dry Submaritime","Washinton","SW Washington","MH  dsz","USA","WA",""
"239",428,"-","USA_2019","MH","MH_submaritme","MHds","MHds_WA","Washinton Dry Submaritime MH","Mountain Hemlock","Dry Submaritime","Washinton","W Washington","MH  dsz","USA","WA",""
"240",431,"+","USA_2019","MH","MH_maritime","MHmm","MHmm_WA","Moist Maritime Washington MH","Mountain Hemlock","Moist Maritime","Washington","W Washington","MH  mmz","USA","WA",""
"241",432,"-","USA_2019","MH","MH_maritime","MHmm","MHmm_WA","Washington Moist Maritime MH","Mountain Hemlock","Moist Maritime","Washington","NW Washington","MH  mmz","USA","WA",""
"242",434,"+","USA_2026","MH","MH_maritme","MHmmp","MHmmp_WA","Moist Maritime Washington Parkland MH","Mountain Hemlock","Moist Maritime","WA","W Washington","","USA","WA",""
"243",436,"+","USA_2019","MH","MH_submaritme","MHms","MHms_WA","Moist Submaritime Washington MH","Mountain Hemlock","Moist Submaritime","Washington","NW & WC Washington","MH  msz","USA","WA",""
"244",437,"-","USA_2019","MH","MH_submaritme","MHms","MHms_WA","Washington Moist Submaritime MH","Mountain Hemlock","Moist Submaritime","Washington","NW Washington","MH  msz","USA","WA",""
"245",439,"+","USA_2026","MH","MH_submaritme","MHmsp","MHmsp_WA","Moist Submaritime Washington Parkland MH","Mountain Hemlock","Moist Submaritime","WA","NW & WC Washington","","USA","WA",""
"246",446,"+","USA_2021","MMM","MMM","MMMdk","MMMdk_NV","Dry Cool Nevada MMM"," Montane Mountain Mahogany ","Dry Cool","Nevada","C & N Nevada","","USA","NV",""
"247",447,"-","USA_2021","MMM","MMM","MMMdk","MMMdk_NV","Nevada Dry Cool MMM","Montane Mountain Mahogony","Dry Cool","Nevada","C Nevada","","USA","NV",""
"248",448,"+","USA_2019","MSSD","MSSD","MSSDun","MSSDun_NV","Nevada MSSD","Mojave – Sonoran Semi-Desert","","Nevada","SE California, S Nevada","MSSD un","USA","NV",""
"249",449,"-","USA_2019","MSSD","MSSD","MSSDun","MSSDun_NV","Nevada Undifferentiated MSSD","Mojave – Sonoran Semi-Desert","Undifferentiated","Nevada","E California & S Nevada","MSSD un","USA","NV",""
"250",455,"+","USA_2019","MS","MS_meso","MSdh","MSdh_MT","Dry Hot Montana MS","Montane Spruce ","Dry Hot","Montana","W Montana [EC Idaho]","","USA","MT",""
"251",456,"-","USA_2019","MS","MS_meso","MSdh","MSdh_MT","Montana Dry Hot MS","Montane Spruce","Dry Hot","Montana","W Montana","","USA","MT",""
"252",457,"+","USA_2019","MS","MS_meso","MSdh","MSdh_UT","Dry Hot Utah MS","Montane Spruce ","Dry Hot","Utah","Utah, E Nevada [W Colorado]","MS  utz","USA","UT",""
"253",458,"-","USA_2019","MS","MS_meso","MSdh","MSdh_UT","Utah Dry Hot MS","Montane Spruce","Dry Hot","Utah","Utah & E Nevada & NW Colorado","MS  utz","USA","UT",""
"254",459,"+","USA_2019","MS","MS_meso","MSdh","MSdh_WY","Dry Hot Wyoming MS","Montane Spruce ","Dry Hot","Wyoming","SE Idaho, SW Montana, W Wyoming","MS  xxz","USA","WY",""
"255",460,"-","USA_2019","MS","MS_meso","MSdh","MSdh_WY","Wyoming Dry Hot MS","Montane Spruce","Dry Hot","Wyoming","S Idaho & S Montana & Wyoming","MS  xxz","USA","WY",""
"256",462,"-","USA_2019","MS","MS_meso","MSdk","MSdk_CO","Colorado Dry Cool MS","Montane Spruce","Dry Cool","Colorado","C Colorado & S Wyoming","MS  cow","USA","CO",""
"257",463,"+","USA_2019","MS","MS_meso","MSdk","MSdk_CO","Dry Cool Colorado MS","Montane Spruce ","Dry Cool","Colorado","SW & SC Colorado","MS  cow","USA","CO",""
"258",467,"+","USA_2019","MS","MS_meso","MSdm","MSdm_WA","Dry Mild Washington MS","Montane Spruce ","Dry Mild","Washington","NC & NE Washington","MS  dmz","USA","WA",""
"259",468,"-","USA_2019","MS","MS_meso","MSdm","MSdm_WA","Washington Dry Mild MS","Montane Spruce","Dry Mild","Washington","NW & NC Washington","MS  dmz","USA","WA",""
"260",471,"+","USA_2019","MS","MS_meso","MSdw","MSdw_MT","Dry Warm Montana MS","Montane Spruce ","Dry Warm","Montana","NW Montana","MS  dwz","USA","MT",""
"261",472,"-","USA_2019","MS","MS_meso","MSdw","MSdw_MT","Montana Dry Warm MS","Montane Spruce","Dry Warm","Montana","NW Montana","MS  dwz","USA","MT",""
"262",473,"-","USA_2019","MS","MS_meso","MSmm","MSmm_ID","Idaho Moist Mild MS","Montane Spruce","Moist Mild","Idaho","C Idaho & SW Montana","MS  xmz","USA","ID",""
"263",474,"+","USA_2019","MS","MS_meso","MSmm","MSmm_ID","Moist Mild Idaho MS","Montane Spruce ","Moist Mild","Idaho","C Idaho, WC Montana","MS  xmz","USA","ID",""
"264",475,"-","USA_2019","MS","MS_dry","MSxh","MSxh_OR","Oregon Very Dry Hot MS","Montane Spruce","Very Dry Hot","Oregon","NE Oregon","MS  xcy","USA","OR",""
"265",476,"+","USA_2019","MS","MS_dry","MSxh","MSxh_OR","Very Dry Hot Oregon MS","Montane Spruce ","Very Dry Hot","Oregon","NE Oregon, SE Washington","MS  xcy","USA","OR",""
"266",480,"+","USA_2019","MS","MS_dry","MSxk","MSxk_WA","Very Dry Cool Washington MS","Montane Spruce ","Very Dry Cool","Washington","NC & C Washington","MS  xkz","USA","WA",""
"267",481,"-","USA_2019","MS","MS_dry","MSxk","MSxk_WA","Washington Very Dry Cool MS","Montane Spruce","Very Dry Cool","Washington","NW Washington","MS  xkz","USA","WA",""
"268",482,"-","USA_2019","MS","MS_dry","MSxm","MSxm_CO","Colorado Very Dry Mild MS","Montane Spruce","Very Dry Mild","Colorado","C & N Colorado","MS  coa","USA","CO",""
"269",483,"+","USA_2019","MS","MS_dry","MSxm","MSxm_CO","Very Dry Mild Colorado MS","Montane Spruce ","Very Dry Mild","Colorado","C & N Colorado, SE Wyoming [E Utah]","MS  coa","USA","CO",""
"270",485,"-","USA_2019","MS","MS_dry","MSxx","MSxx_NV","Nevada Very Dry Very Hot MS","Montane Spruce","Very Dry Very Hot","Nevada","C Nevada","MS  nvz","USA","CO",""
"271",486,"+","USA_2019","MS","MS_dry","MSxx","MSxx_NV","Very Dry Very Hot Nevada MS","Montane Spruce ","Very Dry Very Hot","Nevada","C & EC Nevada","MS  nvz","USA","CO",""
"272",487,"+","USA_2026","OW","OW","OWdm","OWdm_CA","Dry Maritime California OW","Oak Woodland","Dry Maritime","CA","C & N California","","USA","CA",""
"273",488,"-","USA_2023","OW","OW","OWdm_OR","OWdm_OR","Oregon Dry Maritime OW","Oak Woodland","Dry Maritime","Oregon","SW Oregon & N California","","USA","OR",""
"274",489,"+","USA_2023","OW","OW","OWmm","OWmm_OR","Moist Maritime Oregon OW","Oak Woodland","Moist Maritime","Oregon","SW Oregon, N California","","USA","OR",""
