Retire,SS_class,Source,Zone,SubzoneGroup,Subzone,BGC_Label,BGC,BGCName,ZoneName,SubzoneName,VariantName,General Location,OldSubzoneLabel,DataSet,State,Notes
,no,BGCv11,ESSF,ESSF_meso,ESSFmcp,ESSFmcp,ESSFmcp,Moist Cold Parkland ESSF,Engelmann Spruce  –  Subalpine Fir,Moist Cold Parkland,,Moist Cold Parkland,,BC,BC,
,,BGCv11,ESSF,ESSF_meso,ESSFmh,ESSFmh,ESSFmh,Moist Hot ESSF,Engelmann Spruce  –  Subalpine Fir,Moist Hot,,Moist Hot,,BC,BC,
,,BGCv11,ESSF,ESSF_meso,ESSFmk,ESSFmk,ESSFmk,Moist Cool ESSF,Engelmann Spruce  –  Subalpine Fir,Moist Cool,,Moist Cool,,BC,BC,
,no,BGCv11,ESSF,ESSF_meso,ESSFmkp,ESSFmkp,ESSFmkp,Moist Cool Parkland ESSF,Engelmann Spruce  –  Subalpine Fir,Moist Cool Parkland,,Moist Cool Parkland,,BC,BC,
,,BGCv11,ESSF,ESSF_meso,ESSFmm,ESSFmm 1,ESSFmm1,Raush Moist Mild ESSF,Engelmann Spruce  –  Subalpine Fir,Moist Mild,Raush,Moist Mild,,BC,BC,
,,BGCv11,ESSF,ESSF_meso,ESSFmm,ESSFmm 2,ESSFmm2,Robson Moist Mild ESSF,Engelmann Spruce  –  Subalpine Fir,Moist Mild,Robson,Moist Mild,,BC,BC,
,,BGCv11,ESSF,ESSF_meso,ESSFmm,ESSFmm 3,ESSFmm3,Spillimacheen Moist Mild ESSF,Engelmann Spruce  –  Subalpine Fir,Moist Mild,Spillimacheen,Moist Mild,,BC,BC,
,no,BGCv11,ESSF,ESSF_meso,ESSFmmp,ESSFmmp,ESSFmmp,Moist Mild Parkland ESSF,Engelmann Spruce  –  Subalpine Fir,Moist Mild Parkland,,Moist Mild Parkland,,BC,BC,
,no,BGCv11,ESSF,ESSF_meso,ESSFmmw,ESSFmmw,ESSFmmw,Moist Mild Woodland ESSF,Engelmann Spruce  –  Subalpine Fir,Moist Mild Woodland,,Moist Mild Woodland,,BC,BC,
,,BGCv11,ESSF,ESSF_meso,ESSFmv,ESSFmv 1,ESSFmv1,Nechako Moist Very Cold ESSF,Engelmann Spruce  –  Subalpine Fir,Moist Very Cold,Nechako,Moist Very Cold,,BC,BC,
,,BGCv11,ESSF,ESSF_meso,ESSFmv,ESSFmv 2,ESSFmv2,Bullmoose Moist Very Cold ESSF,Engelmann Spruce  –  Subalpine Fir,Moist Very Cold,Bullmoose,Moist Very Cold,,BC,BC,
,,BGCv11,ESSF,ESSF_meso,ESSFmv,ESSFmv 3,ESSFmv3,Omineca Moist Very Cold ESSF,Engelmann Spruce  –  Subalpine Fir,Moist Very Cold,Omineca,Moist Very Cold,,BC,BC,
,,BGCv11,ESSF,ESSF_meso,ESSFmv,ESSFmv 4,ESSFmv4,Graham Moist Very Cold ESSF,Engelmann Spruce  –  Subalpine Fir,Moist Very Cold,Graham,Moist Very Cold,,BC,BC,
,,BGCv11,MS,MS_meso,MSdw,MS  dw,MSdw,Dry Warm MS,Montane Spruce,Dry Warm,,Dry Warm,,BC,BC,
,,BGCv11,MS,MS_dry,MSxk,MS  xk 1,MSxk1,Similkameen Very Dry Cool MS,Montane Spruce,Very Dry Cool,Similkameen,Very Dry Cool,,BC,BC,
,,BGCv11,MS,MS_dry,MSxk,MS  xk 2,MSxk2,South Thompson Very Dry Cool MS,Montane Spruce,Very Dry Cool,South Thompson,Very Dry Cool,,BC,BC,
,,BGCv11,MS,MS_dry,MSxk,MS  xk 3,MSxk3,Pavillion Very Dry Cool MS,Montane Spruce,Very Dry Cool,Pavillion,Very Dry Cool,,BC,BC,
,,BGCv11,MS,MS_dry,MSxv,MS  xv,MSxv,Very Dry Very Cold MS,Montane Spruce,Very Dry Very Cold,,Very Dry Very Cold,,BC,BC,
,,BGCv11,PP,PP,PPxh,PP  xh 1,PPxh1,Okanagan Very Dry Hot PP,Ponderosa Pine,Very Dry Hot,Okanagan,Very Dry Hot,,BC,BC,
,,BGCv11,PP,PP,PPxh,PP  xh 2,PPxh2,Thompson Very Dry Hot PP,Ponderosa Pine,Very Dry Hot,Thompson,Very Dry Hot,,BC,BC,
,,BGCv11,SBPS,SBPS,SBPSdc,SBPSdc,SBPSdc,Dry Cold SBPS,Sub-Boreal Pine  –  Spruce,Dry Cold,,Dry Cold,,BC,BC,
,,BGCv11,SBPS,SBPS,SBPSmc,SBPSmc,SBPSmc,Moist Cold SBPS,Sub-Boreal Pine  –  Spruce,Moist Cold,,Moist Cold,,BC,BC,
,,BGCv11,SBPS,SBPS,SBPSmk,SBPSmk,SBPSmk,Moist Cool SBPS,Sub-Boreal Pine  –  Spruce,Moist Cool,,Moist Cool,,BC,BC,
,,BGCv11,SBPS,SBPS,SBPSxc,SBPSxc,SBPSxc,Very Dry Cold SBPS,Sub-Boreal Pine  –  Spruce,Very Dry Cold,,Very Dry Cold,,BC,BC,
,,BGCv11,SBS,SBS_warm,SBSdh,SBS dh 1,SBSdh1,McLennan Dry Hot SBS,Sub-Boreal Spruce,Dry Hot,McLennan,Dry Hot,,BC,BC,
,no,BGCv11,SBS,SBS_warm,SBSdh,SBS dh 2,SBSdh2,Robson Dry Hot SBS,Sub-Boreal Spruce,Dry Hot,Robson,Dry Hot,,BC,BC,
,,BGCv11,SBS,SBS_warm,SBSdk,SBS dk,SBSdk,Dry Cool SBS,Sub-Boreal Spruce,Dry Cool,,Dry Cool,,BC,BC,
,,BGCv11,SBS,SBS_warm,SBSdw,SBS dw 1,SBSdw1,Horsefly Dry Warm SBS,Sub-Boreal Spruce,Dry Warm,Horsefly,Dry Warm,,BC,BC,
,,BGCv11,SBS,SBS_warm,SBSdw,SBS dw 2,SBSdw2,Blackwater Dry Warm SBS,Sub-Boreal Spruce,Dry Warm,Blackwater,Dry Warm,,BC,BC,
,,BGCv11,SBS,SBS_warm,SBSdw,SBS dw 3,SBSdw3,Stuart Dry Warm SBS,Sub-Boreal Spruce,Dry Warm,Stuart,Dry Warm,,BC,BC,
,,BGCv11,SBS,SBS_meso,SBSmc,SBS mc 1,SBSmc1,Moffat Moist Cold SBS,Sub-Boreal Spruce,Moist Cold,Moffat,Moist Cold,,BC,BC,
,,BGCv11,SBS,SBS_meso,SBSmc,SBS mc 2,SBSmc2,Babine Moist Cold SBS,Sub-Boreal Spruce,Moist Cold,Babine,Moist Cold,,BC,BC,
,,BGCv11,SBS,SBS_meso,SBSmc,SBS mc 3,SBSmc3,Kluskus Moist Cold SBS,Sub-Boreal Spruce,Moist Cold,Kluskus,Moist Cold,,BC,BC,
,,BGCv11,SBS,SBS_warm,SBSmh,SBS mh,SBSmh,Moist Hot SBS,Sub-Boreal Spruce,Moist Hot,,Moist Hot,,BC,BC,
,,BGCv11,SBS,SBS_meso,SBSmk,SBS mk 1,SBSmk1,Mossvale Moist Cool SBS,Sub-Boreal Spruce,Moist Cool,Mossvale,Moist Cool,,BC,BC,
,,BGCv11,SBS,SBS_meso,SBSmk,SBS mk 2,SBSmk2,Williston Moist Cool SBS,Sub-Boreal Spruce,Moist Cool,Williston,Moist Cool,,BC,BC,
,,BGCv11,SBS,SBS_meso,SBSmm,SBS mm,SBSmm,Moist Mild SBS,Sub-Boreal Spruce,Moist Mild,,Moist Mild,,BC,BC,
,,BGCv11,SBS,SBS_warm,SBSmw,SBS mw,SBSmw,Moist Warm SBS,Sub-Boreal Spruce,Moist Warm,,Moist Warm,,BC,BC,
,no,BGCv11,SBS,SBS_meso,SBSun,SBS un,SBSun,Undifferentiated SBS,Sub-Boreal Spruce,Undifferentiated,,Undifferentiated,,BC,BC,
,,BGCv11,SBS,SBS_wet,SBSvk,SBS vk,SBSvk,Very Wet Cool SBS,Sub-Boreal Spruce,Very Wet Cool,,Very Wet Cool,,BC,BC,
,,BGCv11,SBS,SBS_wet,SBSwk,SBS wk 1,SBSwk1,Willow Wet Cool SBS,Sub-Boreal Spruce,Wet Cool,Willow,Wet Cool,,BC,BC,
,,BGCv11,SBS,SBS_wet,SBSwk,SBS wk 2,SBSwk2,Finlay  –  Peace Wet Cool SBS,Sub-Boreal Spruce,Wet Cool,Finlay  –  Peace,Wet Cool,,BC,BC,
,,BGCv11,SBS,SBS_wet,SBSwk,SBS wk 3,SBSwk3,Takla Wet Cool SBS,Sub-Boreal Spruce,Wet Cool,Takla,Wet Cool,,BC,BC,
,,BGCv11,SBS,SBS_wet,SBSwka,SBS wk 3a,SBSwk3a,Takla Wet Cool SBS,Sub-Boreal Spruce,Wet Cool,Takla,Wet Cool,,BC,BC,
,,BGCv11,SWB,SWB,SWBmk,SWB mk,SWBmk,Moist Cool SWB,Spruce –  Willow  –  Birch,Moist Cool,,Moist Cool,,BC,BC,
,no,BGCv11,SWB,SWB,SWBmks,SWB mks,SWBmks,Moist Cool Scrub SWB,Spruce –  Willow  –  Birch,Moist Cool Scrub,,Moist Cool Scrub,,BC,BC,
,no,BGCv11,SWB,SWB,SWBun,SWB un,SWBun,Undifferentiated SWB,Spruce –  Willow  –  Birch,Undifferentiated,,Undifferentiated,,BC,BC,
,no,BGCv11,SWB,SWB,SWBuns,SWB uns,SWBuns,Undifferentiated Scrub SWB,Spruce –  Willow  –  Birch,Undifferentiated Scrub,,Undifferentiated scrub,,BC,BC,
,no,BGCv11,SWB,SWB,SWBvk,SWB vk,SWBvk,Very Wet Cool SWB,Spruce –  Willow  –  Birch,Very Wet Cool,,Very Wet Cool,,BC,BC,
,no,BGCv11,SWB,SWB,SWBvks,SWB vks,SWBvks,Very Wet Cool Scrub SWB,Spruce –  Willow  –  Birch,Very Wet Cool Scrub,,Very Wet Cool Scrub,,BC,BC,
,,BGCv12,ESSF,ESSF_dry,ESSFdh,ESSFdh 1,ESSFdh1,Cascade Dry Hot ESSF,Engelmann Spruce  –  Subalpine Fir,Dry Hot,Cascade,,,BC,BC,
,,BGCv12,ESSF,ESSF_dry,ESSFdh,ESSFdh 2,ESSFdh2,Stein Dry Hot ESSF,Engelmann Spruce  –  Subalpine Fir,Dry Hot,Stein,,,BC,BC,
,,BGCv12,ESSF,ESSF_meso,ESSFmcw,ESSFmcw,ESSFmcw,Moist Cold Woodland ESSF,Engelmann Spruce  –  Subalpine Fir,Moist Cold Woodland,,,,BC,BC,
,,BGCv12,ESSF,ESSF_meso,ESSFmkw,ESSFmkw,ESSFmkw,Moist Cool Woodland ESSF,Engelmann Spruce  –  Subalpine Fir,Moist Cool Woodland,,,,BC,BC,
,,BGCv12,ESSF,ESSF_wet,ESSFwvw,ESSFwvw,ESSFwvw,Wet Very Cold Woodland ESSF,Engelmann Spruce  –  Subalpine Fir,Wet Very Cold Woodland,,,,BC,BC,
,,BGCv12,ICH,ICH_dry,ICHxm,ICH xm 1,ICHxm1,Shuswap Very Dry Mild ICH,Interior Cedar  –  Hemlock,Very Dry Mild,Shuswap,,,BC,BC,
,,BGCv12,IDF,IDF,IDFdh,IDF dh,IDFdh,Dry Hot IDF,Interior Douglas-fir,Dry Hot,,,,BC,BC,
,,BGCv12,IDF,IDF_hot,IDFxx,IDF xx 1,IDFxx1,Kettle Very Hot Very Dry IDF,Interior Douglas-fir,Very Hot Very Dry,Kettle,Very Dry Very Hot,,BC,BC,
,,BGCv13,CWH,CWH_dry/continental,CWHdm,CWH dm 1,CWHdm1,Central Dry Maritime CWH,Coastal Western Hemlock,Dry Maritime,Central,Dry Maritime,,BC,BC,
,,BGCv13,CWH,CWH_dry/continental,CWHdm,CWH dm 2,CWHdm2,Western Dry Maritime CWH,Coastal Western Hemlock,Dry Maritime,Western,Dry Maritime,,BC,BC,
,,BGCv13,CWH,CWH_dry/continental,CWHdm,CWH dm 3,CWHdm3,Eastern Dry Maritime CWH,Coastal Western Hemlock,Dry Maritime,Eastern,Dry Maritime,,,,
,,BGCv13,CWH,CWH_dry/continental,CWHds,CWH ds 1,CWHds1,Southern Dry Submaritime CWH,Coastal Western Hemlock,Dry Submaritime,Southern,Dry Submaritime,,BC,BC,
,,BGCv13,CWH,CWH_dry/continental,CWHds,CWH ds 2,CWHds2,Central Dry Submaritime CWH,Coastal Western Hemlock,Dry Submaritime,Central,Dry Submaritime,,BC,BC,
,,BGCv13,CWH,CWH_meso,CWHmm,CWH mm 1,CWHmm1,Submontane Moist Maritime CWH,Coastal Western Hemlock,Moist Maritime,Submontane,Moist Maritime,,BC,BC,
,,BGCv13,CWH,CWH_meso,CWHmm,CWH mm 2,CWHmm2,Montane Moist Maritime CWH,Coastal Western Hemlock,Moist Maritime,Montane,Moist Maritime,,BC,BC,
,,BGCv13,CWH,CWH_meso,CWHms,CWH ms 3,CWHms3,Submontane Moist Submaritime CWH,Coastal Western Hemlock,Moist Submaritime,Submontane,Moist Submaritime,,BC,BC,
,,BGCv13,CWH,CWH_meso,CWHms,CWH ms 4,CWHms4,Montane Moist Submaritime CWH,Coastal Western Hemlock,Moist Submaritime,Montane,Moist Submaritime,,BC,BC,
,,BGCv13,CWH,CWH_meso,CWHms,CWH ms 5,CWHms5,Subcontinental Moist Submaritime CWH,Coastal Western Hemlock,Moist Submaritime,Subcontinental,Moist Submaritime,,BC,BC,
,,BGCv13,CWH,CWH_hypermaritime,CWHvh,CWH vh 1,CWHvh1,Southern Very Wet Hypermaritime CWH,Coastal Western Hemlock,Very Wet Hypermaritime,Southern,Very Wet Hypermaritime,,BC,BC,
,,BGCv13,CWH,CWH_hypermaritime,CWHvh,CWH vh 2,CWHvh2,Central Very Wet Hypermaritime CWH,Coastal Western Hemlock,Very Wet Hypermaritime,Central,Very Wet Hypermaritime,,BC,BC,
,,BGCv13,CWH,CWH_meso,CWHvm,CWH vm 1,CWHvm1,Southern Submontane Very Wet Maritime CWH,Coastal Western Hemlock,Very Wet Maritime,Southern Submontane,Very Wet Maritime,,BC,BC,
,,BGCv13,CWH,CWH_meso,CWHvm,CWH vm 2,CWHvm2,Southern Montane Very Wet Maritime CWH,Coastal Western Hemlock,Very Wet Maritime,Southern Montane,Very Wet Maritime,,BC,BC,
,,BGCv13,CWH,CWH_meso,CWHvm,CWH vm 3,CWHvm3,Northern Submontane Very Wet Maritime CWH,Coastal Western Hemlock,Very Wet Maritime,Northern Submontane,Very Wet Maritime,,BC,BC,
,,BGCv13,CWH,CWH_meso,CWHvm,CWH vm 4,CWHvm4,Northern Montane Very Wet Maritime CWH,Coastal Western Hemlock,Very Wet Maritime,Northern Montane,Very Wet Maritime,,BC,BC,
,,BGCv13,CWH,CWH_meso,CWHwm,CWH wm,CWHwm,Wet Maritime CWH,Coastal Western Hemlock,Wet Maritime,,Wet Maritime,,BC,BC,
,,BGCv13,CWH,CWH_dry/continental,CWHws,CWH ws 1,CWHws1,Northern Submontane Wet Submaritime CWH,Coastal Western Hemlock,Wet Submaritime,Northern Submontane,Wet Submaritime,,BC,BC,
,,BGCv13,CWH,CWH_dry/continental,CWHws,CWH ws 2,CWHws2,Montane Wet Submaritime CWH,Coastal Western Hemlock,Wet Submaritime,Montane,Wet Submaritime,,BC,BC,
,,BGCv13,CWH,CWH_dry/continental,CWHws,CWH ws 3,CWHws3,Central Submontane Wet Submaritime CWH,Coastal Western Hemlock,Wet Submaritime,Central Submontane,,,BC,,
,,BGCv13,CWH,CWH_dry/continental,CWHxs,CWH xs,CWHxs,Very Dry SubMaritime CWH,Coastal Western Hemlock,Very Dry SubMaritime,,,,BC,,
,,BGCv13,ICH,ICH_dry,ICHun,ICH un,ICHun,Undifferentiated ICH,Interior Cedar  –  Hemlock,Undifferentiated,,Undifferentiated,,BC,BC,
,,BGCv13,MH,MH_submaritme,MHms,MH  ms,MHms,Moist Submaritime MH,Mountain Hemlock,Moist Submaritime,,Moist Submaritime,,BC,BC,
,,BGCv13,MH,MH_submaritme,MHmsp,MH  msp,MHmsp_WA,Moist Submaritime Parkland MH,Mountain Hemlock,Moist Submaritime Parkland,,Moist Submaritime,,BC,BC,
,,BGCv13,MH,MH_maritime,MHvh,MH  vh,MHvh,Very Wet Hypermaritime MH,Mountain Hemlock,Very Wet Hypermaritime,,,,BC,,
,,BGCv13,MH,MH_maritime,MHvhp,MH  vhp,MHvhp,Very Wet Hypermaritime Parkland MH,Mountain Hemlock,Very Wet Hypermaritime Parkland,,,,BC,,
,no,USA_2019,CMA,CMA,CMAun,CMA un_WA,CMAun_WA,Washington Undifferentiated CMA,Coastal Mountain-heather Alpine,Undifferentiated,Washington,Washington,CMA us,USA,WA,
,,USA_2019,CMX,CMX,CMXdm,CMX dm_OR,CMXdm_OR,Oregon Dry Maritime CMX,Coastal Mixed Evergreen,Dry Maritime,Oregon,SW Oregon and NW California,CMX dmz,USA,OR,
,,USA_2019,CMX,CMX,CMXwm,CMX wm_OR,CMXwm_OR,Oregon Wet Maritime CMX,Coastal Mixed Evergreen,Wet Maritime,Oregon,SW Oregon and NW California,CMX wmz,USA,OR,
,,USA_2019,CMX,CMX,CMXxm,CMX xm_CA,CMXxm_CA,California Very Dry Maritime CMX,Coastal Mixed Evergreen,Very Dry Maritime,California,California,CMX dmy,USA,CA,
,,USA_2019,CRF,CRF,CRFdh,CRF dh_CA,CRFdh_CA,California Dry Hypermaritime CRF,Coastal Redwood Forest,Dry Hypermaritime,California,N California,CRF dhz,USA,CA,
,,USA_2019,CVG,CVG,CVGdm,CVG dm_CA,CVGdm_CA,Dry Mild CVG,California Valley Grassland,Dry Mild,,Central Valley,"California""",CVG un,USA,CA
,,USA_2019,CWF,CWF,CWFds,CWF ds_CA,CWFds_CA,California Dry Submaritime CWF,Coastal White Fir,Dry Submaritime,California,EC California,CWF msz,USA,CA,
,,USA_2019,CWF,CWF,CWFmm,CWF mm_OR,CWFmm_OR,Oregon Moist Maritime CWF,Coastal White Fir,Moist Maritime,Oregon,SW Oregon and NW California,CWF wsz,USA,OR,
,,USA_2019,CWF,CWF,CWFwm,CWF wm_OR,CWFwm_OR,Oregon Wet Maritime CWF,Coastal White Fir,Wet Maritime,Oregon,SW Oregon and NW California,CWF wmz,USA,OR,
,,USA_2019,CWH,CWH_dry/continental,CWHdm,CWH dm_OR,CWHdm_OR,Oregon Dry Maritime CWH,Coastal Western Hemlock,Dry Maritime,Oregon,W Oregon,CWH dmx,USA,OR,
,,USA_2019,CWH,CWH_dry/continental,CWHdm,CWH dm_WA,CWHdm_WA,Washington Dry Maritime CWH,Coastal Western Hemlock,Dry Maritime,Washington,W Washington,CWH dmz,USA,WA,
,,USA_2019,CWH,CWH_dry/continental,CWHds,CWH ds_WA,CWHds_WA,Washington Dry Submaritime CWH,Coastal Western Hemlock,Dry Submaritime,Washington,NW Washington,CWH dsz,USA,WA,
,,USA_2019,CWH,CWH_hypermaritime,CWHmh,CWH mh_OR,CWHmh_OR,Oregon Moist Hypermaritime CWH,Coastal Western Hemlock,Moist Hypermaritime,Oregon,W Oregon,CWH mhz,USA,OR,
,,USA_2019,CWH,CWH_dry/continental,CWHms,CWH ms_OR,CWHms_OR,Oregon Moist Submaritime CWH,Coastal Western Hemlock,Moist Submaritime,Oregon,W Oregon,CWH msy,USA,OR,
,,USA_2019,CWH,CWH_dry/continental,CWHms,CWH ms_WA,CWHms_WA,Washington Moist Submaritime CWH,Coastal Western Hemlock,Moist Submaritime,Washington,W Washington,CWH msz,USA,WA,
,,USA_2019,CWH,CWH_hypermaritime,CWHvh,CWH vh_WA,CWHvh_WA,Washington Very Wet Hypermaritime CWH,Coastal Western Hemlock,Very Wet Hypermaritime,Washington,W Washington,CWH vhz,USA,WA,
,,USA_2019,CWH,CWH_meso,CWHvm,CWH vm_OR,CWHvm_OR,Oregon Very Wet Maritime CWH,Coastal Western Hemlock,Very Wet Maritime,Oregon,W Washington & Oregon,"S of Mt Ranier""",CWH vmy,USA,OR
,,USA_2019,CWH,CWH_meso,CWHvm,CWH vm_WA,CWHvm_WA,Washington Very Wet Maritime CWH,Coastal Western Hemlock,Very Wet Maritime,Washington,W Washington,CWH vmz,USA,WA,
,,USA_2019,CWH,CWH_hypermaritime,CWHwh,CWH wh_WA,CWHwh_WA,Washington Wet Hypermaritime CWH,Coastal Western Hemlock,Wet Hypermaritime,Washington,W Oregon,"Washington""",CWH whz,USA,WA
,,USA_2019,CWH,CWH_dry/continental,CWHxm,CWH xm_OR,CWHxm_OR,Oregon Very Dry Maritime CWH,Coastal Western Hemlock,Very Dry Maritime,Oregon,W Oregon,"S of Eugene""",CWH xmy,USA,OR
,,USA_2019,CWH,CWH_dry/continental,CWHxm,CWH xm_WA,CWHxm_WA,Washington Very Dry Maritime CWH,Coastal Western Hemlock,Very Dry Maritime,Washington,W WA and OR,CWH xmz,USA,WA,
,,USA_2019,ESSF,ESSF_dry,ESSFdh,ESSFdh_WA,ESSFdh_WA,Washington Dry Hot ESSF,Engelmann Spruce – Subalpine Fir,Dry Hot,Washington,NW Washington,ESSFdhz,USA,WA,
,,USA_2019,ESSF,ESSF_dry,ESSFdk,ESSFdk_MT,ESSFdk_MT,Montana Dry Cool ESSF,Engelmann Spruce – Subalpine Fir,Dry Cool,Montana,SE BC & NW Montana,ESSFdkz,USA,MT,
,,USA_2019,ESSF,ESSF_dry,ESSFdm,ESSFdm_ID,ESSFdm_ID,Idaho Dry Mild ESSF,Engelmann Spruce – Subalpine Fir,Dry Mild,Idaho,EC Idaho & WC Montana,ESSFxmz,USA,ID,
,,USA_2019,ESSF,ESSF_meso,ESSFmw,ESSFmw_WA,ESSFmw_WA,Washington Moist Warm ESSF,Engelmann Spruce – Subalpine Fir,Moist Warm,Washington,NW Washington,ESSFmwz,USA,WA,
,,USA_2019,ESSF,ESSF_wet,ESSFwh,ESSFwh_MT,ESSFwh_MT,Montana Wet Hot ESSF,Engelmann Spruce – Subalpine Fir,Wet Hot,Montana,NE Washington & NW Montana (prob. ID),ESSFwhz,USA,MT,
,,USA_2019,ESSF,ESSF_wet,ESSFwm,ESSFwm_MT,ESSFwm_MT,Montana Wet Mild ESSF,Engelmann Spruce – Subalpine Fir,Wet Mild,Montana,NE Washington & NW Montana (prob. ID),ESSFwmz,USA,MT,
,,USA_2019,ESSF,ESSF_dry,ESSFxc,ESSFxc_CO,ESSFxc_CO,Colorado Very Dry Cold ESSF,Engelmann Spruce – Subalpine Fir,Very Dry Cold,Colorado,Colorado,ESSFcoz,USA,CO,
,,USA_2019,ESSF,ESSF_dry,ESSFxc,ESSFxc_WA,ESSFxc_WA,Washington Very Dry Cold ESSF,Engelmann Spruce – Subalpine Fir,Very Dry Cold,Washington,WC Washington,ESSFxcz,USA,WA,
,,USA_2019,ESSF,ESSF_dry,ESSFxh,ESSFxh_WA,ESSFxh_WA,Washington Very Dry Hot ESSF,Engelmann Spruce – Subalpine Fir,Very Dry Hot,Washington,NE Washington & NW Montana (prob. ID),ESSFxhz,USA,WA,
,,USA_2019,ESSF,ESSF_dry,ESSFxk,ESSFxk_MT,ESSFxk_MT,Montana Very Dry Cool ESSF,Engelmann Spruce – Subalpine Fir,Very Dry Cool,Montana,WC Montana,ESSFxxz,USA,MT,
,,USA_2019,ESSF,ESSF_dry,ESSFxk,ESSFxk_UT,ESSFxk_UT,Utah Very Dry Cool ESSF,Engelmann Spruce – Subalpine Fir,Very Dry Cool,Utah,Utah,ESSFutz,USA,UT,
,,USA_2019,ESSF,ESSF_dry,ESSFxk,ESSFxk_WY,ESSFxk_WY,Wyoming Very Dry Cool ESSF,Engelmann Spruce – Subalpine Fir,Very Dry Cool,Wyoming,W Wyoming,SW Montana,"S Idaho""",,USA
,,USA_2019,ESSF,ESSF_dry,ESSFxw,ESSFxw_OR,ESSFxw_OR,Oregon Very Dry Warm ESSF,Engelmann Spruce – Subalpine Fir,Very Dry Warm,Oregon,NE Oregon,ESSFxcy,USA,OR,
,,USA_2019,ESSF,ESSF_dry,ESSFxx,ESSFxx_WY,ESSFxx_WY,Wyoming Very Dry Very Hot ESSF,Engelmann Spruce – Subalpine Fir,Very Dry Very Hot,Wyoming,W Wyoming,,USA,WY,
,,USA_2019,GBD,GBD,GBDdw,GBD dw_UT,GBDdw_UT,Utah Dry Warm GBD,Great Basin Desert,Dry Warm,Utah,E Nevada,Utah,"SW Wyoming""",GBD xxx,USA
,,USA_2019,GBD,GBD,GBDxh,GBD xh_NV,GBDxh_NV,Nevada Very Dry Hot GBD,Great Basin Desert,Very Dry Hot,Nevada,E California,"W Nevada""",GBD xxy,USA,NV
,,USA_2019,GBD,GBD,GBDxx,GBD xx_UT,GBDxx_UT,Utah Very Dry Very Hot GBD,Great Basin Desert,Very Dry Very Hot,Utah,SE Utah,GBD xxw,USA,UT,
,,USA_2019,GO,GO,GOun,GO  un_CO,GOun_CO,Colorado Undifferentiated GO,Gambel Oak,Undifferentiated,Colorado,Colorado & Utah,GO  coz,USA,CO,
,,USA_2019,ICH,ICH_dry,ICHdh,ICH dh_ID,ICHdh_ID,Idaho Dry Hot ICH,Interior Cedar – Hemlock,Dry Hot,Idaho,Idaho & W Montana,ICH dhz,USA,ID,
,,USA_2019,ICH,ICH_dry,ICHdw,ICH dw_ID,ICHdw_ID,Idaho Dry Warm ICH,Interior Cedar – Hemlock,Dry Warm,Idaho,NE Washington & N Idaho,ICH dwz,USA,ID,
,,USA_2019,ICH,ICH_meso,ICHmh,ICH mh_MT,ICHmh_MT,Montana Moist Hot ICH,Interior Cedar – Hemlock,Moist Hot,Montana,NW Montana,ICH mwz,USA,MT,
,,USA_2019,ICH,ICH_meso,ICHmw,ICH mw_MT,ICHmw_MT,Montana Moist Warm ICH,Interior Cedar – Hemlock,Moist Warm,Montana,NW Montana,ICH mwy,USA,MT,
,,USA_2019,BG,BG,BGdh,BG  dh_OR,BGdh_OR,Oregon Dry Hot BG,Bunchgrass,Dry Hot,Oregon,SE Oregon,S Idaho,"N Nevada""",BG  xhy,USA
,,USA_2019,BG,BG,BGdw,BG  dw_OR,BGdw_OR,Oregon Dry Warm BG,Bunchgrass,Dry Warm,Oregon,NE Oregon,,USA,OR,
,,USA_2019,BG,BG,BGdw,BG  dw_WA,BGdw_WA,Washington Dry Warm BG,Bunchgrass,Dry Warm,Washington,Central WA - Artetrp - Pseuspi - Festida,BG  mmz,USA,WA,
,,USA_2019,BG,BG,BGmk,BG  mk_MT,BGmk_MT,Montana Moist Cool BG,Bunchgrass,Moist Cool,Montana,SW Montana,"EC Idaho""",BG  mmx,USA,MT
,,USA_2019,BG,BG,BGmk,BG  mk_NV,BGmk_NV,Nevada Moist Cool BG,Bunchgrass,Moist Cool,Nevada,N Nevada,S Oregon,"S Idaho""",,USA
,,USA_2019,BG,BG,BGmm,BG  mm_MT,BGmm_MT,Montana Moist Mild BG,Bunchgrass,Moist Mild,Montana,Wyoming,"S Montana""",new,USA,MT
,,USA_2019,BG,BG,BGmw,BG  mw_OR,BGmw_OR,Oregon Moist Warm BG,Bunchgrass,Moist Warm,Oregon,NE Oregon,,USA,OR,
,,USA_2019,BG,BG,BGmw,BG  mw_WA,BGmw_WA,Washington Moist Warm BG,Bunchgrass,Moist Warm,Washington,Central WA - Pseuspi-Festida,BG  dwz,USA,WA,
,,USA_2019,BG,BG,BGwm,BG  wm_WA,BGwm_WA,Washington Wet Mild BG,Bunchgrass,Wet Mild,Washington,Central WA - Sympalb-Pseuspi-Festida,BG  wmz,USA,WA,
,,USA_2019,BG,BG,BGxh,BG  xh_WA,BGxh_WA,Washington Very Dry Hot BG,Bunchgrass,Very Dry Hot,Washington,Central WA - Artetri-Pseuspi,BG  xhz,USA,WA,
,,USA_2019,BG,BG,BGxx,BG  xx_WY,BGxx_WY,Wyoming Very Dry Extremely Cold BG,Bunchgrass,Very Dry Extremely Cold,Wyoming,,,USA,WY,
