bgc,ss_nospace,sppsplit,feasible,spp,newfeas,mod,FEASFEB2025,outrange
CWHds1,CWHds1/103,Pyc,,Py,3 or 4?,BGx,5,TRUE
CWHds1,CWHds1/103,Ac,,Ac,,,5,
CWHds1,CWHds1/103,Bg,,Bg,,,5,
CWHds1,CWHds1/104,Fdc,,Fd,1,BGx,1,FALSE
CWHds1,CWHds1/104,Cs,,Cw,3,BGx,3,FALSE
CWHds1,CWHds1/104,Ep,,Ep,3,BGx,3,FALSE
CWHds1,CWHds1/104,Hw,,Hw,3,BGx,3,FALSE
CWHds1,CWHds1/104,Pli,,Pl,,,3,
CWHds1,CWHds1/104,Lw,,Lw,3 or 4?,BGx,4,TRUE
CWHds1,CWHds1/104,Bg,,Bg,,,4,
CWHds1,CWHds1/104,Mb,,Mb,,,4,
CWHds1,CWHds1/104,Pw,,Pw,,,4,
CWHds1,CWHds1/110,Fdc,1,Fd,1,BG,1,FALSE
CWHds1,CWHds1/110,Cw,2,Cw,2,BG,2,FALSE
CWHds1,CWHds1/110,Hw,2,Hw,2,BG,2,FALSE
CWHds1,CWHds1/110,Mb,1,Mb,2,BGx,2,FALSE
CWHds1,CWHds1/110,Act,3,Ac,2,BG,3,FALSE
CWHds1,CWHds1/110,Dr,2,Dr,2,BG,3,FALSE
CWHds1,CWHds1/110,Bg,3,Bg,3,BG,3,FALSE
CWHds1,CWHds1/110,Ep,3,Ep,3,BG,3,FALSE
CWHds1,CWHds1/110,Pw,2,Pw,3,BGx,3,FALSE
CWHds1,CWHds1/110,Plc,3,Pl,3,BG,4,FALSE
CWHds1,CWHds1/110,Sxw,,Sx,3,BG,4,FALSE
CWHds1,CWHds1/110,Bp,4,Bp,4,BG,4,TRUE
CWHds1,CWHds1/110,Pyc,4,Py,4,BG,4,TRUE
CWHds1,CWHds1/110,Ss,4,Ss,4,BG,4,FALSE
CWHds1,CWHds1/110,Sxl,4,Ss,4,BG,4,FALSE
CWHds1,CWHds1/110,Ba,,Ba,3,BGx,5,FALSE
CWHds1,CWHds1/111,Bg,1,Bg,1,BG,1,FALSE
CWHds1,CWHds1/111,Cw,1,Cw,1,BG,1,FALSE
CWHds1,CWHds1/111,Dr,1,Dr,2,BGx,1,FALSE
CWHds1,CWHds1/111,Act,1,Ac,1,BG,2,FALSE
CWHds1,CWHds1/111,Fdc,2,Fd,2,BG,2,FALSE
CWHds1,CWHds1/111,Hw,1,Hw,2,BGx,2,FALSE
CWHds1,CWHds1/111,Mb,1,Mb,2,BGx,2,FALSE
CWHds1,CWHds1/111,Bp,3,Bp,3,BGx,3,TRUE
CWHds1,CWHds1/111,Ep,3,Ep,3,BG,3,FALSE
CWHds1,CWHds1/111,Pw,2,Pw,3,BG,3,FALSE
CWHds1,CWHds1/111,Ss,,Ss,3,BGx,3,FALSE
CWHds1,CWHds1/111,Sxl,,Ss,3,BGx,3,FALSE
CWHds1,CWHds1/111,Plc,3,Pl,3,BG,4,FALSE
CWHds1,CWHds1/112,Act,1,Ac,1,BG,1,FALSE
CWHds1,CWHds1/112,Bg,1,Bg,1,BG,1,FALSE
CWHds1,CWHds1/112,Cw,1,Cw,1,BG,1,FALSE
CWHds1,CWHds1/112,Dr,1,Dr,1,BG,1,FALSE
CWHds1,CWHds1/112,Hw,2,Hw,2,BG,2,FALSE
CWHds1,CWHds1/112,Mb,2,Mb,2,BG,2,FALSE
CWHds1,CWHds1/112,Ss,2,Ss,2,BG,2,FALSE
CWHds1,CWHds1/112,Sxl,2,Ss,2,BG,2,FALSE
CWHds1,CWHds1/112,Ep,3,Ep,3,BG,3,FALSE
CWHds1,CWHds1/112,Pw,,Pw,4,BG,3,FALSE
CWHds1,CWHds1/112,Ba,,Ba,3,BGx,4,FALSE
CWHds1,CWHds1/Fl51,Dr,1,Dr,1,BG,1,FALSE
CWHds1,CWHds1/Fl51,Act,1,Ac,2,BG,2,FALSE
CWHds1,CWHds1/Fl51,Ep,3,Ep,3,BG,3,FALSE
CWHds1,CWHds1/Fl51,Mb,3,Mb,3,BG,3,FALSE
CWHds1,CWHds1/Fm51.1,Act,1,Ac,1,BG,1,FALSE
CWHds1,CWHds1/Fm51.1,Dr,1,Dr,1,BG,1,FALSE
CWHds1,CWHds1/Fm51.1,Bg,2,Bg,2,BG,2,FALSE
CWHds1,CWHds1/Fm51.1,Cw,2,Cw,2,BG,2,FALSE
CWHds1,CWHds1/Fm51.1,Mb,2,Mb,2,BG,2,FALSE
CWHds1,CWHds1/Fm51.1,Ep,3,Ep,3,BG,3,FALSE
CWHds1,CWHds1/Fm51.1,Hw,3,Hw,3,BG,3,FALSE
CWHds1,CWHds1/Fm51.1,Ss,3,Ss,3,BG,3,FALSE
CWHds1,CWHds1/Fm51.1,Sxl,3,Ss,3,BG,3,FALSE
CWHds1,CWHds1/Ro,X,,X,,VC,,FALSE
CWHds1,CWHds1/Wb50.2,Plc,1,Pl,2,BG,2,FALSE
CWHds1,CWHds1/Wb50.2,Cw,3,Cw,3,BG,3,FALSE
CWHds1,CWHds1/Wb50.2,Hw,3,Hw,3,BG,3,FALSE
CWHds1,CWHds1/Wm,X,,X,,VC,,FALSE
CWHds1,CWHds1/Ws56.2,Cw,1,Cw,1,BG,1,FALSE
CWHds1,CWHds1/Ws56.2,Dr,1,Dr,1,BG,1,FALSE
CWHds1,CWHds1/Ws56.2,Act,3,Ac,3,BG,3,FALSE
CWHds1,CWHds1/Ws56.2,Ep,3,Ep,3,BG,3,FALSE
CWHds1,CWHds1/Ws56.2,Hw,3,Hw,3,BG,3,FALSE
CWHds1,CWHds1/Ws56.2,Mb,3,Mb,3,BG,3,FALSE
CWHds1,CWHds1/Ws56.2,Pw,,Pw,3,BG,3,FALSE
CWHds1,CWHds1/Ws56.2,Sxs,,Ss,3,BG,3,FALSE
CWHds1,CWHds1/Ws56.2,Plc,3,Pl,5,BG,5,FALSE
CWHds2,CWHds2/101,Fdc,1,Fd,1,DVM,1,FALSE
CWHds2,CWHds2/101,Cw,2,Cw,2,DVM,2,FALSE
CWHds2,CWHds2/101,Ep,2,Ep,2,DVM,2,FALSE
CWHds2,CWHds2/101,Hw,2,Hw,2,DVM,2,FALSE
CWHds2,CWHds2/101,Ac,2,Ac,3,DVM,3,FALSE
CWHds2,CWHds2/101,Dr,2,Dr,3,DVM,3,FALSE
CWHds2,CWHds2/101,Mb,3,Mb,3,DVM,4,FALSE
CWHds2,CWHds2/101,Ss,,Ss,3,DVM,4,FALSE
CWHds2,CWHds2/102,Fdc,3,Fd,2,DVM,2,FALSE
CWHds2,CWHds2/102,Plc,3,Pl,2,DVM,2,FALSE
CWHds2,CWHds2/102,Ac,,Ac,3,DVM,3,FALSE
CWHds2,CWHds2/102,Cw,,Cw,3,DVM,3,FALSE
CWHds2,CWHds2/102,Ep,,Ep,3,DVM,3,FALSE
CWHds2,CWHds2/102,Hw,,Hw,3,DVM,3,FALSE
CWHds2,CWHds2/102,Pw,,Pw,3,DVM,3,FALSE
CWHds2,CWHds2/102,Bl,,Bl,3,DVM,4,FALSE
CWHds2,CWHds2/103,Fdc,,Fd,1,DVM,1,FALSE
CWHds2,CWHds2/103,Ep,,Ep,2,DVM,2,FALSE
CWHds2,CWHds2/103,Cw,,Cw,3,DVM,3,FALSE
CWHds2,CWHds2/103,Hw,,Hw,3,DVM,3,FALSE
CWHds2,CWHds2/103,Pl,,Pl,3,DVM,3,FALSE
CWHds2,CWHds2/104,Fdc,1,Fd,1,DVM,1,FALSE
CWHds2,CWHds2/104,Hw,3,Hw,2,DVM,2,FALSE
CWHds2,CWHds2/104,Ac,3,Ac,3,DVM,3,FALSE
CWHds2,CWHds2/104,Cw,3,Cw,3,DVM,3,FALSE
CWHds2,CWHds2/104,Dr,3,Dr,3,DVM,3,FALSE
CWHds2,CWHds2/104,Ep,3,Ep,3,DVM,3,FALSE
CWHds2,CWHds2/104,Mb,3,Mb,3,DVM,3,FALSE
CWHds2,CWHds2/104,Plc,3,Pl,3,DVM,3,FALSE
CWHds2,CWHds2/104,Ss,,Ss,5,DVM,5,FALSE
CWHds2,CWHds2/110,Cw,2,Cw,1,DVM,1,FALSE
CWHds2,CWHds2/110,Fdc,1,Fd,1,DVM,1,FALSE
CWHds2,CWHds2/110,Hw,2,Hw,1,DVM,1,FALSE
CWHds2,CWHds2/110,Ac,2,Ac,2,DVM,2,FALSE
CWHds2,CWHds2/110,Dr,2,Dr,2,DVM,2,FALSE
CWHds2,CWHds2/110,Ep,2,Ep,2,DVM,2,FALSE
CWHds2,CWHds2/110,Mb,3,Mb,3,DVM,3,FALSE
CWHds2,CWHds2/110,Ss,3,Ss,3,DVM,3,FALSE
CWHds2,CWHds2/110,Sx,3,Sx,3,DVM,3,FALSE
CWHds2,CWHds2/111,Ac,1,Ac,1,DVM,1,FALSE
CWHds2,CWHds2/111,Cw,1,Cw,1,DVM,1,FALSE
CWHds2,CWHds2/111,Hw,1,Hw,1,DVM,1,FALSE
CWHds2,CWHds2/111,Dr,2,Dr,2,DVM,2,FALSE
CWHds2,CWHds2/111,Ss,3,Ss,2,DVM,2,FALSE
CWHds2,CWHds2/111,Ep,3,Ep,3,DVM,3,FALSE
CWHds2,CWHds2/111,Fdc,2,Fd,3,DVM,3,FALSE
CWHds2,CWHds2/111,Mb,3,Mb,3,DVM,3,FALSE
CWHds2,CWHds2/111,Up,,Up,3,DVM,3,FALSE
CWHds2,CWHds2/112,Ac,1,Ac,1,DVM,1,FALSE
CWHds2,CWHds2/112,Cw,1,Cw,1,DVM,1,FALSE
CWHds2,CWHds2/112,Dr,1,Dr,1,DVM,1,FALSE
CWHds2,CWHds2/112,Ss,2,Ss,1,DVM,1,FALSE
CWHds2,CWHds2/112,Hw,2,Hw,2,DVM,2,FALSE
CWHds2,CWHds2/112,Ep,3,Ep,3,DVM,3,FALSE
CWHds2,CWHds2/112,Mb,3,Mb,3,DVM,3,FALSE
CWHds2,CWHds2/Fl,Dr,1,Dr,1,,1,FALSE
CWHds2,CWHds2/Fl,Ac,2,Ac,2,,2,FALSE
CWHds2,CWHds2/Fl,Ep,3,Ep,3,,3,FALSE
CWHds2,CWHds2/Fl,Mb,5,Mb,5,,4,FALSE
CWHds2,CWHds2/Fm,Ac,1,Ac,1,DVM,1,FALSE
CWHds2,CWHds2/Fm,Dr,1,Dr,1,DVM,1,FALSE
CWHds2,CWHds2/Fm,Cw,2,Cw,2,DVM,2,FALSE
CWHds2,CWHds2/Fm,Ep,3,Ep,3,DVM,3,FALSE
CWHds2,CWHds2/Fm,Hw,3,Hw,3,DVM,3,FALSE
CWHds2,CWHds2/Fm,Mb,3,Mb,3,DVM,3,FALSE
CWHds2,CWHds2/Fm,Ss,3,Ss,3,DVM,3,FALSE
CWHds2,CWHds2/Ro,X,,X,,VC,,FALSE
CWHds2,CWHds2/Wb51,Plc,2,Pl,,,2,FALSE
CWHds2,CWHds2/Wb51,Cw,3,Cw,,,3,FALSE
CWHds2,CWHds2/Wb51,Hw,3,Hw,,,3,FALSE
CWHds2,CWHds2/Ws56,Cw,1,Cw,1,DVM,1,FALSE
CWHds2,CWHds2/Ws56,Dr,3,Dr,2,DVM,2,FALSE
CWHds2,CWHds2/Ws56,Ac,3,Ac,3,DVM,3,FALSE
CWHds2,CWHds2/Ws56,Ep,3,Ep,3,DVM,3,FALSE
CWHds2,CWHds2/Ws56,Hw,3,Hw,3,DVM,3,FALSE
CWHds2,CWHds2/Ws56,Mb,3,Mb,3,DVM,3,FALSE
CWHds2,CWHds2/Ws56,Ss,3,Ss,3,DVM,3,FALSE
CWHds2,CWHds2/Ws56,Up,,Up,3,DVM,3,FALSE
CWHmm1,CWHmm1/101,Ba,1,Ba,1,DVM,1,FALSE
CWHmm1,CWHmm1/101,Fdc,1,Fd,1,DVM,1,FALSE
CWHmm1,CWHmm1/101,Hw,1,Hw,1,DVM,1,FALSE
CWHmm1,CWHmm1/101,Cw,2,Cw,2,DVM,2,FALSE
CWHmm1,CWHmm1/101,Dr,2,Dr,2,DVM,2,FALSE
CWHmm1,CWHmm1/101,Ac,3,Ac,3,DVM,3,FALSE
CWHmm1,CWHmm1/101,Mb,3,Mb,3,DVM,3,FALSE
CWHmm1,CWHmm1/101,Pw,3,Pw,3,DVM,3,FALSE
CWHmm1,CWHmm1/101,Tw,,Tw,3,DVM,3,FALSE
CWHmm1,CWHmm1/101a,Ba,1,Ba,1,DVM,1,FALSE
CWHmm1,CWHmm1/101a,Fdc,1,Fd,1,DVM,1,FALSE
CWHmm1,CWHmm1/101a,Hw,1,Hw,1,DVM,1,FALSE
CWHmm1,CWHmm1/101a,Cw,2,Cw,2,DVM,2,FALSE
CWHmm1,CWHmm1/101a,Dr,2,Dr,2,DVM,2,FALSE
CWHmm1,CWHmm1/101a,Ac,3,Ac,3,DVM,3,FALSE
CWHmm1,CWHmm1/101a,Mb,3,Mb,3,DVM,3,FALSE
CWHmm1,CWHmm1/101a,Pw,3,Pw,3,DVM,3,FALSE
CWHmm1,CWHmm1/101a,Tw,,Tw,3,DVM,3,FALSE
CWHmm1,CWHmm1/101b,Fdc,1,Fd,1,DVM,1,FALSE
CWHmm1,CWHmm1/101b,Hw,1,Hw,1,DVM,1,FALSE
CWHmm1,CWHmm1/101b,Cw,2,Cw,2,DVM,2,FALSE
CWHmm1,CWHmm1/101b,Dr,2,Dr,2,DVM,2,FALSE
CWHmm1,CWHmm1/101b,Ac,3,Ac,3,DVM,3,FALSE
CWHmm1,CWHmm1/101b,Ba,1,Ba,3,DVM,3,FALSE
CWHmm1,CWHmm1/101b,Mb,3,Mb,3,DVM,3,FALSE
CWHmm1,CWHmm1/101b,Pw,3,Pw,3,DVM,3,FALSE
CWHmm1,CWHmm1/102,Fdc,3,Fd,2,DVM,2,FALSE
CWHmm1,CWHmm1/102,Pw,3,Pw,2,DVM,2,FALSE
CWHmm1,CWHmm1/102,Cw,3,Cw,3,DVM,3,FALSE
CWHmm1,CWHmm1/102,Hw,,Hw,3,DVM,3,FALSE
CWHmm1,CWHmm1/102,Plc,3,Pl,3,DVM,3,FALSE
CWHmm1,CWHmm1/102,Mb,3,Mb,5,DVM,5,FALSE
CWHmm1,CWHmm1/103,Fdc,1,Fd,1,DVM,1,FALSE
CWHmm1,CWHmm1/103,Hw,1,Hw,1,DVM,1,FALSE
CWHmm1,CWHmm1/103,Cw,3,Cw,2,DVM,2,FALSE
CWHmm1,CWHmm1/103,Ac,3,Ac,3,DVM,3,FALSE
CWHmm1,CWHmm1/103,Ba,3,Ba,3,DVM,3,FALSE
CWHmm1,CWHmm1/103,Dr,3,Dr,3,DVM,3,FALSE
CWHmm1,CWHmm1/103,Lw,3,Lw,3,DVM,3,FALSE
CWHmm1,CWHmm1/103,Mb,3,Mb,3,DVM,3,FALSE
CWHmm1,CWHmm1/103,Plc,3,Pl,3,DVM,3,FALSE
CWHmm1,CWHmm1/103,Pw,,Pw,3,DVM,3,FALSE
CWHmm1,CWHmm1/104,Fdc,1,Fd,1,DVM,1,FALSE
CWHmm1,CWHmm1/104,Hw,1,Hw,1,DVM,1,FALSE
CWHmm1,CWHmm1/104,Ac,2,Ac,2,DVM,2,FALSE
CWHmm1,CWHmm1/104,Cw,3,Cw,2,DVM,2,FALSE
CWHmm1,CWHmm1/104,Dr,2,Dr,2,DVM,2,FALSE
CWHmm1,CWHmm1/104,Ba,3,Ba,3,DVM,3,FALSE
CWHmm1,CWHmm1/104,Lw,3,Lw,3,DVM,3,FALSE
CWHmm1,CWHmm1/104,Mb,3,Mb,3,DVM,3,FALSE
CWHmm1,CWHmm1/104,Pw,3,Pw,3,DVM,3,FALSE
CWHmm1,CWHmm1/110,Cw,1,Cw,1,DVM,1,FALSE
CWHmm1,CWHmm1/110,Fdc,1,Fd,1,DVM,1,FALSE
CWHmm1,CWHmm1/110,Hw,1,Hw,1,DVM,1,FALSE
CWHmm1,CWHmm1/110,Ba,1,Ba,2,DVM,2,FALSE
CWHmm1,CWHmm1/110,Dr,2,Dr,2,DVM,2,FALSE
CWHmm1,CWHmm1/110,Pw,2,Pw,2,DVM,2,FALSE
CWHmm1,CWHmm1/110,Ac,2,Ac,3,DVM,3,FALSE
CWHmm1,CWHmm1/110,Mb,3,Mb,3,DVM,3,FALSE
CWHmm1,CWHmm1/111,Cw,1,Cw,,,1,FALSE
CWHmm1,CWHmm1/111,Hw,1,Hw,,,1,FALSE
CWHmm1,CWHmm1/111,Ba,1,Ba,,,2,FALSE
CWHmm1,CWHmm1/111,Dr,2,Dr,,,2,FALSE
CWHmm1,CWHmm1/111,Fdc,2,Fd,,,2,FALSE
CWHmm1,CWHmm1/111,Ac,3,Ac,,,3,FALSE
CWHmm1,CWHmm1/111,Mb,3,Mb,,,3,FALSE
CWHmm1,CWHmm1/112,Cw,1,Cw,1,DVM,1,FALSE
CWHmm1,CWHmm1/112,Hw,1,Hw,1,DVM,1,FALSE
CWHmm1,CWHmm1/112,Ac,1,Ac,2,DVM,2,FALSE
CWHmm1,CWHmm1/112,Ba,1,Ba,2,DVM,2,FALSE
CWHmm1,CWHmm1/112,Dr,2,Dr,2,DVM,2,FALSE
CWHmm1,CWHmm1/112,Fdc,2,Fd,2,DVM,2,FALSE
CWHmm1,CWHmm1/112,Mb,2,Mb,2,DVM,2,FALSE
CWHmm1,CWHmm1/112,Pw,2,Pw,2,DVM,2,FALSE
CWHmm1,CWHmm1/113,Ac,1,Ac,1,DVM,1,FALSE
CWHmm1,CWHmm1/113,Cw,1,Cw,1,DVM,1,FALSE
CWHmm1,CWHmm1/113,Dr,1,Dr,1,DVM,1,FALSE
CWHmm1,CWHmm1/113,Ss,1,Ss,1,DVM,1,FALSE
CWHmm1,CWHmm1/113,Ba,1,Ba,2,DVM,2,FALSE
CWHmm1,CWHmm1/113,Fdc,,Fd,2,DVM,2,FALSE
CWHmm1,CWHmm1/113,Hw,2,Hw,2,DVM,2,FALSE
CWHmm1,CWHmm1/113,Mb,3,Mb,3,DVM,3,FALSE
CWHmm1,CWHmm1/113,Up,,Up,3,DVM,3,FALSE
CWHmm1,CWHmm1/Fl50,Dr,1,Dr,1,,1,FALSE
CWHmm1,CWHmm1/Fl50,Ac,2,Ac,2,,2,FALSE
CWHmm1,CWHmm1/Fl50,Mb,3,Mb,3,,3,FALSE
CWHmm1,CWHmm1/Fm51,Ac,1,Ac,1,,1,FALSE
CWHmm1,CWHmm1/Fm51,Dr,1,Dr,1,DVM,1,FALSE
CWHmm1,CWHmm1/Fm51,Ss,1,Ss,1,DVM,1,FALSE
CWHmm1,CWHmm1/Fm51,Ba,2,Ba,2,DVM,2,FALSE
CWHmm1,CWHmm1/Fm51,Cw,2,Cw,2,DVM,2,FALSE
CWHmm1,CWHmm1/Fm51,Mb,2,Mb,2,DVM,2,FALSE
CWHmm1,CWHmm1/Fm51,Hw,3,Hw,3,DVM,3,FALSE
CWHmm1,CWHmm1/Fm51,Kc,,Kc,3,DVM,3,FALSE
CWHmm1,CWHmm1/Fm51,Wt,,Wt,3,DVM,3,FALSE
CWHmm1,CWHmm1/Ro,X,,X,,VC,,FALSE
CWHmm1,CWHmm1/Wb51,Hw,2,Hw,2,,2,FALSE
CWHmm1,CWHmm1/Wb51,Plc,2,Pl,2,,2,FALSE
CWHmm1,CWHmm1/Wb51,Cw,3,Cw,3,,3,FALSE
CWHmm1,CWHmm1/Ws##,Cw,,Cw,1,DVM,1,FALSE
CWHmm1,CWHmm1/Ws##,Dr,,Dr,1,DVM,1,FALSE
CWHmm1,CWHmm1/Ws##,Hw,,Hw,2,DVM,2,FALSE
CWHmm1,CWHmm1/Ws##,Ba,,Ba,3,DVM,3,FALSE
CWHmm1,CWHmm1/Ws##,Fdc,,Fd,3,DVM,3,FALSE
CWHmm1,CWHmm1/Ws##,Pw,,Pw,3,DVM,3,FALSE
CWHmm1,CWHmm1/Ws##,Yc,,Yc,3,DVM,3,FALSE
CWHmm1,CWHmm1/Ws54,Cw,1,Cw,1,DVM,1,FALSE
CWHmm1,CWHmm1/Ws54,Dr,3,Dr,2,DVM,2,FALSE
CWHmm1,CWHmm1/Ws54,Ac,3,Ac,3,,3,FALSE
CWHmm1,CWHmm1/Ws54,Hw,3,Hw,3,DVM,3,FALSE
CWHmm1,CWHmm1/Ws54,Mb,3,Mb,3,,3,FALSE
CWHmm1,CWHmm1/Ws54,Pw,3,Pw,3,,3,FALSE
CWHmm1,CWHmm1/Ws54,Ss,3,Ss,3,,3,FALSE
CWHmm1,CWHmm1/Ws54,Up,,Up,3,DVM,3,FALSE
CWHmm1,CWHmm1/Ws56,Cw,1,Cw,1,DVM,1,FALSE
CWHmm1,CWHmm1/Ws56,Dr,3,Dr,2,DVM,2,FALSE
CWHmm1,CWHmm1/Ws56,Ac,3,Ac,3,,3,FALSE
CWHmm1,CWHmm1/Ws56,Hw,3,Hw,3,DVM,3,FALSE
CWHmm1,CWHmm1/Ws56,Mb,3,Mb,3,,3,FALSE
CWHmm1,CWHmm1/Ws56,Pw,3,Pw,3,,3,FALSE
CWHmm1,CWHmm1/Ws56,Ss,3,Ss,3,,3,FALSE
CWHmm1,CWHmm1/Ws56,Up,,Up,3,DVM,3,FALSE
CWHmm2,CWHmm2/101,Ba,1,Ba,1,DVM,1,FALSE
CWHmm2,CWHmm2/101,Hw,1,Hw,1,DVM,1,FALSE
CWHmm2,CWHmm2/101,Fdc,2,Fd,2,DVM,2,FALSE
CWHmm2,CWHmm2/101,Hm,2,Hm,2,DVM,2,FALSE
CWHmm2,CWHmm2/101,Yc,2,Yc,2,DVM,2,FALSE
CWHmm2,CWHmm2/101,Cw,2,Cw,2,DVM,3,FALSE
CWHmm2,CWHmm2/101,Pw,3,Pw,3,DVM,3,FALSE
CWHmm2,CWHmm2/101,Ss,4,Ss,4,DVM,3,FALSE
CWHmm2,CWHmm2/101,Sx,5,Sx,5,DVM,5,FALSE
CWHmm2,CWHmm2/101a,Ba,,Ba,1,,1,
CWHmm2,CWHmm2/101a,Hw,,Hw,1,,1,
CWHmm2,CWHmm2/101a,Cw,,Cw,2,,2,
CWHmm2,CWHmm2/101a,Fdc,,Fd,2,,2,
CWHmm2,CWHmm2/101a,Hm,,Hm,2,,2,
CWHmm2,CWHmm2/101a,Yc,,Yc,2,,2,
CWHmm2,CWHmm2/101a,Pw,,Pw,3,,3,
CWHmm2,CWHmm2/101a,Ss,,Ss,4,,3,
CWHmm2,CWHmm2/101a,Sx,,Sx,5,,5,
CWHmm2,CWHmm2/101b,Ba,,Ba,1,,1,
CWHmm2,CWHmm2/101b,Hw,,Hw,1,,1,
CWHmm2,CWHmm2/101b,Cw,,Cw,2,,3,
CWHmm2,CWHmm2/101b,Fdc,,Fd,2,,2,
CWHmm2,CWHmm2/101b,Hm,,Hm,2,,2,
CWHmm2,CWHmm2/101b,Yc,,Yc,2,,2,
CWHmm2,CWHmm2/101b,Pw,,Pw,3,,3,
CWHmm2,CWHmm2/101b,Ss,,Ss,4,,4,
CWHmm2,CWHmm2/101b,Sx,,Sx,5,,5,
CWHmm2,CWHmm2/102,Fdc,3,Fd,2,DVM,2,FALSE
CWHmm2,CWHmm2/102,Hm,3,Hm,3,DVM,3,FALSE
CWHmm2,CWHmm2/102,Hw,,Hw,3,DVM,3,FALSE
CWHmm2,CWHmm2/102,Plc,3,Pl,3,DVM,3,FALSE
CWHmm2,CWHmm2/102,Pw,3,Pw,3,DVM,3,FALSE
CWHmm2,CWHmm2/102,Yc,3,Yc,3,DVM,3,FALSE
CWHmm2,CWHmm2/102,Cw,3,Cw,5,DVM,3,FALSE
CWHmm2,CWHmm2/102,Lw,,Lw,4,,5,
CWHmm2,CWHmm2/102,Ss,,Ss,4,,4,
CWHmm2,CWHmm2/103,Hw,1,Hw,1,DVM,1,FALSE
CWHmm2,CWHmm2/103,Fdc,2,Fd,2,DVM,1,FALSE
CWHmm2,CWHmm2/103,Hm,2,Hm,2,DVM,2,FALSE
CWHmm2,CWHmm2/103,Yc,2,Yc,2,DVM,2,FALSE
CWHmm2,CWHmm2/103,Ba,3,Ba,3,DVM,3,FALSE
CWHmm2,CWHmm2/103,Bl,,Bl,3,DVM,4,FALSE
CWHmm2,CWHmm2/103,Cw,3,Cw,3,DVM,3,FALSE
CWHmm2,CWHmm2/103,Lw,3,Lw,3,,4,FALSE
CWHmm2,CWHmm2/103,Plc,3,Pl,3,DVM,3,FALSE
CWHmm2,CWHmm2/103,Pw,3,Pw,3,DVM,3,FALSE
CWHmm2,CWHmm2/103,Ss,4,Ss,4,,4,FALSE
CWHmm2,CWHmm2/103,Sx,5,Sx,5,,5,FALSE
CWHmm2,CWHmm2/110,Ba,1,Ba,1,DVM,1,FALSE
CWHmm2,CWHmm2/110,Hw,1,Hw,1,DVM,1,FALSE
CWHmm2,CWHmm2/110,Cw,2,Cw,2,DVM,2,FALSE
CWHmm2,CWHmm2/110,Fdc,2,Fd,2,DVM,2,FALSE
CWHmm2,CWHmm2/110,Hm,,Hm,2,DVM,2,FALSE
CWHmm2,CWHmm2/110,Pw,2,Pw,2,DVM,2,FALSE
CWHmm2,CWHmm2/110,Yc,2,Yc,2,DVM,2,FALSE
CWHmm2,CWHmm2/110,Bp,3,Bp,3,,3,FALSE
CWHmm2,CWHmm2/110,Ss,4,Ss,4,DVM,3,FALSE
CWHmm2,CWHmm2/110,Sx,5,Sx,5,DVM,5,FALSE
CWHmm2,CWHmm2/111,Ba,1,Ba,1,DVM,1,FALSE
CWHmm2,CWHmm2/111,Hw,1,Hw,1,DVM,1,FALSE
CWHmm2,CWHmm2/111,Cw,2,Cw,2,DVM,2,FALSE
CWHmm2,CWHmm2/111,Hm,2,Hm,2,DVM,2,FALSE
CWHmm2,CWHmm2/111,Yc,2,Yc,2,DVM,2,FALSE
CWHmm2,CWHmm2/111,Fdc,3,Fd,3,DVM,3,FALSE
CWHmm2,CWHmm2/111,Pw,,Pw,4,,4,
CWHmm2,CWHmm2/111,Ss,,Ss,4,,4,
CWHmm2,CWHmm2/112,Ba,1,Ba,1,DVM,1,FALSE
CWHmm2,CWHmm2/112,Hw,2,Hw,1,DVM,1,FALSE
CWHmm2,CWHmm2/112,Cw,2,Cw,2,DVM,2,FALSE
CWHmm2,CWHmm2/112,Hm,,Hm,2,DVM,2,FALSE
CWHmm2,CWHmm2/112,Yc,2,Yc,2,DVM,2,FALSE
CWHmm2,CWHmm2/112,Bl,,Bl,3,DVM,4,FALSE
CWHmm2,CWHmm2/112,Fdc,3,Fd,3,DVM,4,FALSE
CWHmm2,CWHmm2/112,Pw,3,Pw,3,DVM,3,FALSE
CWHmm2,CWHmm2/112,Tw,,Tw,3,DVM,3,FALSE
CWHmm2,CWHmm2/112,Ss,,Ss,4,,4,
CWHmm2,CWHmm2/113,Ba,,Ba,1,DVM,1,FALSE
CWHmm2,CWHmm2/113,Hw,,Hw,1,DVM,1,FALSE
CWHmm2,CWHmm2/113,Cw,,Cw,2,DVM,2,FALSE
CWHmm2,CWHmm2/113,Hm,,Hm,2,DVM,2,FALSE
CWHmm2,CWHmm2/113,Pw,,Pw,3,DVM,3,FALSE
CWHmm2,CWHmm2/113,Yc,,Yc,3,DVM,3,FALSE
CWHmm2,CWHmm2/113,Fd,,Fd,4,,5,
CWHmm2,CWHmm2/113,Ss,,Ss,4,,4,
CWHmm2,CWHmm2/Ro,X,,X,,VC,,FALSE
CWHmm2,CWHmm2/Wb51,Plc,2,Pl,,,2,FALSE
CWHmm2,CWHmm2/Wb51,Yc,2,Yc,,,2,FALSE
CWHmm2,CWHmm2/Wb51,Hm,3,Hm,,,3,FALSE
CWHmm2,CWHmm2/Wb51,Hw,3,Hw,,,3,FALSE
CWHmm2,CWHmm2/Ws55,Ba,,Ba,2,DVM,2,FALSE
