"","bgc","ss_nospace","sppsplit","suitability","spp","newsuit","expert_update","mod","outrange"
"6677","ESSFwh3","ESSFwh3/112","Act",3,"Ac",3,NA,NA,FALSE
"6678","ESSFwh3","ESSFwh3/112","Bl",2,"Bl",2,NA,NA,FALSE
"6679","ESSFwh3","ESSFwh3/112","Hw",3,"Hw",3,NA,NA,FALSE
"6680","ESSFwh3","ESSFwh3/112","Se",1,"Sx",1,NA,NA,FALSE
"6681","ESSFwh3","ESSFwh3/112a","Act",3,"Ac",3,NA,NA,FALSE
"6682","ESSFwh3","ESSFwh3/112a","Bl",2,"Bl",2,NA,NA,FALSE
"6683","ESSFwh3","ESSFwh3/112a","Hw",3,"Hw",3,NA,NA,FALSE
"6684","ESSFwh3","ESSFwh3/112a","Se",1,"Sx",1,NA,NA,FALSE
"6685","ESSFwh3","ESSFwh3/112b","Act",5,"Ac",5,NA,NA,FALSE
"6686","ESSFwh3","ESSFwh3/112b","Bl",3,"Bl",3,NA,NA,FALSE
"6687","ESSFwh3","ESSFwh3/112b","Hw",3,"Hw",3,NA,NA,FALSE
"6688","ESSFwh3","ESSFwh3/112b","Se",2,"Sx",2,NA,NA,FALSE
"6758","ESSFwm1","ESSFwm1/101","Bl",1,"Bl",1,NA,NA,FALSE
"6759","ESSFwm1","ESSFwm1/101","Pli",3,"Pl",3,NA,NA,FALSE
"6760","ESSFwm1","ESSFwm1/101","Se",1,"Sx",1,NA,NA,FALSE
"6761","ESSFwm1","ESSFwm1/102","Bl",2,"Bl",2,NA,NA,FALSE
"6762","ESSFwm1","ESSFwm1/102","Fdi",3,"Fd",3,NA,NA,FALSE
"6763","ESSFwm1","ESSFwm1/102","Pa",3,"Pa",3,NA,NA,FALSE
"6764","ESSFwm1","ESSFwm1/102","Pli",3,"Pl",3,NA,NA,FALSE
"6765","ESSFwm1","ESSFwm1/102","Se",2,"Sx",2,NA,NA,FALSE
"6766","ESSFwm1","ESSFwm1/103","Bl",1,"Bl",1,NA,NA,FALSE
"6767","ESSFwm1","ESSFwm1/103","Fdi",3,"Fd",3,NA,NA,FALSE
"6768","ESSFwm1","ESSFwm1/103","Lw",5,"Lw",5,NA,NA,FALSE
"6769","ESSFwm1","ESSFwm1/103","Pa",3,"Pa",3,NA,NA,FALSE
"6770","ESSFwm1","ESSFwm1/103","Pli",2,"Pl",2,NA,NA,FALSE
"6771","ESSFwm1","ESSFwm1/103","Se",1,"Sx",1,NA,NA,FALSE
"6772","ESSFwm1","ESSFwm1/104","Bl",1,"Bl",1,NA,NA,FALSE
"6773","ESSFwm1","ESSFwm1/104","Pli",3,"Pl",3,NA,NA,FALSE
"6774","ESSFwm1","ESSFwm1/104","Se",2,"Sx",2,NA,NA,FALSE
"6775","ESSFwm1","ESSFwm1/110","Bl",1,"Bl",1,NA,NA,FALSE
"6776","ESSFwm1","ESSFwm1/110","Se",1,"Sx",1,NA,NA,FALSE
"6777","ESSFwm1","ESSFwm1/111","Bl",1,"Bl",1,NA,NA,FALSE
"6778","ESSFwm1","ESSFwm1/111","Se",1,"Sx",1,NA,NA,FALSE
"6779","ESSFwm1","ESSFwm1/112","Bl",2,"Bl",2,NA,NA,FALSE
"6780","ESSFwm1","ESSFwm1/112","Se",2,"Sx",2,NA,NA,FALSE
"6782","ESSFwm2","ESSFwm2/101","Bl",1,"Bl",1,NA,NA,FALSE
"6783","ESSFwm2","ESSFwm2/101","Pli",3,"Pl",3,NA,NA,FALSE
"6784","ESSFwm2","ESSFwm2/101","Se",1,"Sx",1,NA,NA,FALSE
"6785","ESSFwm2","ESSFwm2/102","Bl",2,"Bl",2,NA,NA,FALSE
"6786","ESSFwm2","ESSFwm2/102","Fdi",5,"Fd",5,NA,NA,FALSE
"6787","ESSFwm2","ESSFwm2/102","La",3,"La",3,NA,NA,FALSE
"6788","ESSFwm2","ESSFwm2/102","Pa",3,"Pa",3,NA,NA,FALSE
"6789","ESSFwm2","ESSFwm2/102","Pli",3,"Pl",3,NA,NA,FALSE
"6790","ESSFwm2","ESSFwm2/102","Se",2,"Sx",2,NA,NA,FALSE
"6791","ESSFwm2","ESSFwm2/103","Bl",1,"Bl",1,NA,NA,FALSE
"6792","ESSFwm2","ESSFwm2/103","Pa",3,"Pa",3,NA,NA,FALSE
"6793","ESSFwm2","ESSFwm2/103","Pli",2,"Pl",2,NA,NA,FALSE
"6794","ESSFwm2","ESSFwm2/103","Se",2,"Sx",2,NA,NA,FALSE
"6795","ESSFwm2","ESSFwm2/104","Bl",1,"Bl",1,NA,NA,FALSE
"6796","ESSFwm2","ESSFwm2/104","Pa",3,"Pa",3,NA,NA,FALSE
"6797","ESSFwm2","ESSFwm2/104","Pli",3,"Pl",3,NA,NA,FALSE
"6798","ESSFwm2","ESSFwm2/104","Se",2,"Sx",2,NA,NA,FALSE
"6799","ESSFwm2","ESSFwm2/110","Bl",2,"Bl",2,NA,NA,FALSE
"6800","ESSFwm2","ESSFwm2/110","Se",1,"Sx",1,NA,NA,FALSE
"6801","ESSFwm2","ESSFwm2/111","Bl",2,"Bl",2,NA,NA,FALSE
"6802","ESSFwm2","ESSFwm2/111","Se",1,"Sx",1,NA,NA,FALSE
"6803","ESSFwm2","ESSFwm2/112","Bl",2,"Bl",2,NA,NA,FALSE
"6804","ESSFwm2","ESSFwm2/112","Se",2,"Sx",2,NA,NA,FALSE
"6805","ESSFwm2","ESSFwm2/112a","Bl",2,"Bl",2,NA,NA,FALSE
"6806","ESSFwm2","ESSFwm2/112a","Se",2,"Sx",2,NA,NA,FALSE
"6807","ESSFwm2","ESSFwm2/112b","Bl",3,"Bl",3,NA,NA,FALSE
"6808","ESSFwm2","ESSFwm2/112b","Se",3,"Sx",3,NA,NA,FALSE
"6810","ESSFwm3","ESSFwm3/101","Bl",1,"Bl",1,NA,NA,FALSE
"6811","ESSFwm3","ESSFwm3/101","Pli",3,"Pl",3,NA,NA,FALSE
"6812","ESSFwm3","ESSFwm3/101","Se",2,"Sx",2,NA,NA,FALSE
"6813","ESSFwm3","ESSFwm3/102","Bl",2,"Bl",2,NA,NA,FALSE
"6814","ESSFwm3","ESSFwm3/102","La",3,"La",3,NA,NA,FALSE
"6815","ESSFwm3","ESSFwm3/102","Pa",2,"Pa",2,NA,NA,FALSE
"6816","ESSFwm3","ESSFwm3/102","Pli",2,"Pl",2,NA,NA,FALSE
"6817","ESSFwm3","ESSFwm3/102","Se",3,"Sx",3,NA,NA,FALSE
"6818","ESSFwm3","ESSFwm3/103","Bl",1,"Bl",1,NA,NA,FALSE
"6819","ESSFwm3","ESSFwm3/103","Pa",2,"Pa",2,NA,NA,FALSE
"6820","ESSFwm3","ESSFwm3/103","Pli",2,"Pl",2,NA,NA,FALSE
"6821","ESSFwm3","ESSFwm3/103","Se",2,"Sx",2,NA,NA,FALSE
"6822","ESSFwm3","ESSFwm3/104","Bl",1,"Bl",1,NA,NA,FALSE
"6823","ESSFwm3","ESSFwm3/104","Pli",3,"Pl",3,NA,NA,FALSE
"6824","ESSFwm3","ESSFwm3/104","Se",2,"Sx",2,NA,NA,FALSE
"6825","ESSFwm3","ESSFwm3/105","Bl",1,"Bl",1,NA,NA,FALSE
"6826","ESSFwm3","ESSFwm3/105","Pli",2,"Pl",2,NA,NA,FALSE
"6827","ESSFwm3","ESSFwm3/105","Se",1,"Sx",1,NA,NA,FALSE
"6828","ESSFwm3","ESSFwm3/110","Bl",1,"Bl",1,NA,NA,FALSE
"6829","ESSFwm3","ESSFwm3/110","Se",1,"Sx",1,NA,NA,FALSE
"6830","ESSFwm3","ESSFwm3/111","Bl",1,"Bl",1,NA,NA,FALSE
"6831","ESSFwm3","ESSFwm3/111","Se",1,"Sx",1,NA,NA,FALSE
"6832","ESSFwm3","ESSFwm3/112","Bl",2,"Bl",2,NA,NA,FALSE
"6833","ESSFwm3","ESSFwm3/112","Se",2,"Sx",2,NA,NA,FALSE
"6834","ESSFwm3","ESSFwm3/112a","Bl",2,"Bl",2,NA,NA,FALSE
"6835","ESSFwm3","ESSFwm3/112a","Se",2,"Sx",2,NA,NA,FALSE
"6836","ESSFwm3","ESSFwm3/112b","Bl",3,"Bl",3,NA,NA,FALSE
"6837","ESSFwm3","ESSFwm3/112b","Se",3,"Sx",3,NA,NA,FALSE
"6839","ESSFwm4","ESSFwm4/101","Bl",1,"Bl",1,NA,NA,FALSE
"6840","ESSFwm4","ESSFwm4/101","Cw",3,"Cw",3,NA,NA,FALSE
"6841","ESSFwm4","ESSFwm4/101","Fdi",3,"Fd",3,NA,NA,FALSE
"6842","ESSFwm4","ESSFwm4/101","Hw",3,"Hw",3,NA,NA,FALSE
"6843","ESSFwm4","ESSFwm4/101","Lw",3,"Lw",3,NA,NA,FALSE
"6844","ESSFwm4","ESSFwm4/101","Pli",2,"Pl",2,NA,NA,FALSE
"6845","ESSFwm4","ESSFwm4/101","Se",1,"Sx",1,NA,NA,FALSE
"6846","ESSFwm4","ESSFwm4/102","Bl",2,"Bl",2,NA,NA,FALSE
"6847","ESSFwm4","ESSFwm4/102","Fdi",3,"Fd",3,NA,NA,FALSE
"6848","ESSFwm4","ESSFwm4/102","La",3,"La",3,NA,NA,FALSE
"6849","ESSFwm4","ESSFwm4/102","Lw",3,"Lw",3,NA,NA,FALSE
"6850","ESSFwm4","ESSFwm4/102","Pa",3,"Pa",3,NA,NA,FALSE
"6851","ESSFwm4","ESSFwm4/102","Pli",2,"Pl",2,NA,NA,FALSE
"6852","ESSFwm4","ESSFwm4/102","Se",3,"Sx",3,NA,NA,FALSE
"6853","ESSFwm4","ESSFwm4/102a","Bl",3,"Bl",3,NA,NA,FALSE
"6854","ESSFwm4","ESSFwm4/102a","Fdi",3,"Fd",3,NA,NA,FALSE
"6855","ESSFwm4","ESSFwm4/102a","La",3,"La",3,NA,NA,FALSE
"6856","ESSFwm4","ESSFwm4/102a","Lw",3,"Lw",3,NA,NA,FALSE
"6857","ESSFwm4","ESSFwm4/102a","Pa",2,"Pa",2,NA,NA,FALSE
"6858","ESSFwm4","ESSFwm4/102a","Pli",3,"Pl",3,NA,NA,FALSE
"6859","ESSFwm4","ESSFwm4/102a","Se",3,"Sx",3,NA,NA,FALSE
"6860","ESSFwm4","ESSFwm4/102b","Bl",2,"Bl",2,NA,NA,FALSE
"6861","ESSFwm4","ESSFwm4/102b","Fdi",3,"Fd",3,NA,NA,FALSE
"6862","ESSFwm4","ESSFwm4/102b","La",3,"La",3,NA,NA,FALSE
"6863","ESSFwm4","ESSFwm4/102b","Lw",3,"Lw",3,NA,NA,FALSE
"6864","ESSFwm4","ESSFwm4/102b","Pa",3,"Pa",3,NA,NA,FALSE
"6865","ESSFwm4","ESSFwm4/102b","Pli",2,"Pl",2,NA,NA,FALSE
"6866","ESSFwm4","ESSFwm4/102b","Se",3,"Sx",3,NA,NA,FALSE
"6867","ESSFwm4","ESSFwm4/103","Bl",1,"Bl",1,NA,NA,FALSE
"6868","ESSFwm4","ESSFwm4/103","Fdi",3,"Fd",3,NA,NA,FALSE
"6869","ESSFwm4","ESSFwm4/103","Hw",3,"Hw",3,NA,NA,FALSE
"6870","ESSFwm4","ESSFwm4/103","Lw",3,"Lw",3,NA,NA,FALSE
"6871","ESSFwm4","ESSFwm4/103","Pli",2,"Pl",2,NA,NA,FALSE
"6872","ESSFwm4","ESSFwm4/103","Se",1,"Sx",1,NA,NA,FALSE
"6873","ESSFwm4","ESSFwm4/110","Bl",1,"Bl",1,NA,NA,FALSE
"6874","ESSFwm4","ESSFwm4/110","Cw",3,"Cw",3,NA,NA,FALSE
"6875","ESSFwm4","ESSFwm4/110","Hw",3,"Hw",3,NA,NA,FALSE
"6876","ESSFwm4","ESSFwm4/110","Se",1,"Sx",1,NA,NA,FALSE
"6877","ESSFwm4","ESSFwm4/111","Bl",2,"Bl",2,NA,NA,FALSE
"6878","ESSFwm4","ESSFwm4/111","Se",1,"Sx",1,NA,NA,FALSE
"6882","ESSFwmw","ESSFwmw/101","Bl",1,"Bl",1,NA,NA,FALSE
"6883","ESSFwmw","ESSFwmw/101","La",3,"La",3,NA,NA,FALSE
"6884","ESSFwmw","ESSFwmw/101","Se",2,"Sx",2,NA,NA,FALSE
"6885","ESSFwmw","ESSFwmw/102","Bl",3,"Bl",3,NA,NA,FALSE
"6886","ESSFwmw","ESSFwmw/102","La",2,"La",2,NA,NA,FALSE
"6887","ESSFwmw","ESSFwmw/102","Pa",2,"Pa",2,NA,NA,FALSE
"6888","ESSFwmw","ESSFwmw/102","Pli",5,"Pl",5,NA,NA,FALSE
"6889","ESSFwmw","ESSFwmw/102","Se",2,"Sx",2,NA,NA,FALSE
"6890","ESSFwmw","ESSFwmw/103","Bl",1,"Bl",1,NA,NA,FALSE
"6891","ESSFwmw","ESSFwmw/103","La",2,"La",2,NA,NA,FALSE
"6892","ESSFwmw","ESSFwmw/103","Pa",3,"Pa",3,NA,NA,FALSE
"6893","ESSFwmw","ESSFwmw/103","Pli",5,"Pl",5,NA,NA,FALSE
"6894","ESSFwmw","ESSFwmw/103","Se",2,"Sx",2,NA,NA,FALSE
"6895","ESSFwmw","ESSFwmw/110","Bl",2,"Bl",2,NA,NA,FALSE
"6896","ESSFwmw","ESSFwmw/110","Se",2,"Sx",2,NA,NA,FALSE
"7540","ICHdm","ICHdm/101","Act",3,"Ac",3,NA,NA,FALSE
"7541","ICHdm","ICHdm/101","At",2,"At",2,NA,NA,FALSE
"7542","ICHdm","ICHdm/101","Bg",3,"Bg",3,NA,NA,FALSE
"7543","ICHdm","ICHdm/101","Bl",2,"Bl",2,NA,NA,FALSE
"7544","ICHdm","ICHdm/101","Cw",1,"Cw",1,NA,NA,FALSE
"7545","ICHdm","ICHdm/101","Ep",2,"Ep",2,NA,NA,FALSE
"7546","ICHdm","ICHdm/101","Fdi",2,"Fd",2,NA,NA,FALSE
"7547","ICHdm","ICHdm/101","Hw",1,"Hw",1,NA,NA,FALSE
"7548","ICHdm","ICHdm/101","Lw",2,"Lw",2,NA,NA,FALSE
"7549","ICHdm","ICHdm/101","Pli",2,"Pl",2,NA,NA,FALSE
"7550","ICHdm","ICHdm/101","Pw",2,"Pw",2,NA,NA,FALSE
"7551","ICHdm","ICHdm/101","Sxw",2,"Sx",2,NA,NA,FALSE
"7552","ICHdm","ICHdm/102","At",3,"At",3,NA,NA,FALSE
"7553","ICHdm","ICHdm/102","Fdi",1,"Fd",1,NA,NA,FALSE
"7554","ICHdm","ICHdm/102","Lw",2,"Lw",2,NA,NA,FALSE
"7555","ICHdm","ICHdm/102","Pli",3,"Pl",3,NA,NA,FALSE
"7556","ICHdm","ICHdm/102","Pyi",3,"Py",3,NA,NA,FALSE
"7557","ICHdm","ICHdm/102a","At",3,"At",3,NA,NA,FALSE
"7558","ICHdm","ICHdm/102a","Fdi",1,"Fd",1,NA,NA,FALSE
"7559","ICHdm","ICHdm/102a","Lw",2,"Lw",2,NA,NA,FALSE
"7560","ICHdm","ICHdm/102a","Pli",3,"Pl",3,NA,NA,FALSE
"7561","ICHdm","ICHdm/102a","Pyi",3,"Py",3,NA,NA,FALSE
"7562","ICHdm","ICHdm/102b","At",3,"At",3,NA,NA,FALSE
"7563","ICHdm","ICHdm/102b","Fdi",1,"Fd",1,NA,NA,FALSE
"7564","ICHdm","ICHdm/102b","Lw",2,"Lw",2,NA,NA,FALSE
"7565","ICHdm","ICHdm/102b","Pli",3,"Pl",3,NA,NA,FALSE
"7566","ICHdm","ICHdm/102b","Pyi",3,"Py",3,NA,NA,FALSE
"7567","ICHdm","ICHdm/103","At",3,"At",3,NA,NA,FALSE
"7568","ICHdm","ICHdm/103","Bg",3,"Bg",3,NA,NA,FALSE
"7569","ICHdm","ICHdm/103","Bl",3,"Bl",3,NA,NA,FALSE
"7570","ICHdm","ICHdm/103","Ep",3,"Ep",3,NA,NA,FALSE
"7571","ICHdm","ICHdm/103","Fdi",2,"Fd",2,NA,NA,FALSE
"7572","ICHdm","ICHdm/103","Lw",1,"Lw",1,NA,NA,FALSE
"7573","ICHdm","ICHdm/103","Pli",1,"Pl",1,NA,NA,FALSE
"7574","ICHdm","ICHdm/103","Pw",3,"Pw",3,NA,NA,FALSE
"7575","ICHdm","ICHdm/103","Sxw",2,"Sx",2,NA,NA,FALSE
"7576","ICHdm","ICHdm/110","Act",2,"Ac",2,NA,NA,FALSE
"7577","ICHdm","ICHdm/110","At",2,"At",2,NA,NA,FALSE
"7578","ICHdm","ICHdm/110","Bg",3,"Bg",3,NA,NA,FALSE
"7579","ICHdm","ICHdm/110","Bl",2,"Bl",2,NA,NA,FALSE
"7580","ICHdm","ICHdm/110","Cw",1,"Cw",1,NA,NA,FALSE
"7581","ICHdm","ICHdm/110","Ep",2,"Ep",2,NA,NA,FALSE
"7582","ICHdm","ICHdm/110","Fdi",3,"Fd",3,NA,NA,FALSE
"7583","ICHdm","ICHdm/110","Hw",1,"Hw",1,NA,NA,FALSE
"7584","ICHdm","ICHdm/110","Lw",3,"Lw",3,NA,NA,FALSE
"7585","ICHdm","ICHdm/110","Pw",3,"Pw",3,NA,NA,FALSE
"7586","ICHdm","ICHdm/110","Sxw",1,"Sx",1,NA,NA,FALSE
"7587","ICHdm","ICHdm/111","Act",2,"Ac",2,NA,NA,FALSE
"7588","ICHdm","ICHdm/111","At",3,"At",3,NA,NA,FALSE
"7589","ICHdm","ICHdm/111","Bl",1,"Bl",1,NA,NA,FALSE
"7590","ICHdm","ICHdm/111","Cw",1,"Cw",1,NA,NA,FALSE
"7591","ICHdm","ICHdm/111","Ep",2,"Ep",2,NA,NA,FALSE
"7592","ICHdm","ICHdm/111","Hw",1,"Hw",1,NA,NA,FALSE
"7593","ICHdm","ICHdm/111","Sxw",1,"Sx",1,NA,NA,FALSE
"7594","ICHdm","ICHdm/112","Act",2,"Ac",2,NA,NA,FALSE
"7595","ICHdm","ICHdm/112","Bl",1,"Bl",1,NA,NA,FALSE
"7596","ICHdm","ICHdm/112","Cw",2,"Cw",2,NA,NA,FALSE
"7597","ICHdm","ICHdm/112","Hw",2,"Hw",2,NA,NA,FALSE
"7598","ICHdm","ICHdm/112","Sxw",1,"Sx",1,NA,NA,FALSE
"7660","ICHdw1","ICHdw1/101","At",1,"At",1,NA,NA,FALSE
"7661","ICHdw1","ICHdw1/101","Bg",2,"Bg",2,NA,NA,FALSE
"7662","ICHdw1","ICHdw1/101","Bl",3,"Bl",3,NA,NA,FALSE
"7663","ICHdw1","ICHdw1/101","Cw",1,"Cw",1,NA,NA,FALSE
"7664","ICHdw1","ICHdw1/101","Ep",1,"Ep",1,NA,NA,FALSE
"7665","ICHdw1","ICHdw1/101","Fdi",1,"Fd",1,NA,NA,FALSE
"7666","ICHdw1","ICHdw1/101","Hw",2,"Hw",2,NA,NA,FALSE
"7667","ICHdw1","ICHdw1/101","Lw",1,"Lw",1,NA,NA,FALSE
"7668","ICHdw1","ICHdw1/101","Pli",2,"Pl",2,NA,NA,FALSE
"7669","ICHdw1","ICHdw1/101","Pw",2,"Pw",2,NA,NA,FALSE
"7670","ICHdw1","ICHdw1/101","Pyi",3,"Py",3,NA,NA,FALSE
"7671","ICHdw1","ICHdw1/101","Sxw",3,"Sx",3,NA,NA,FALSE
"7672","ICHdw1","ICHdw1/102","Cw",5,"Cw",5,NA,NA,FALSE
"7673","ICHdw1","ICHdw1/102","Ep",3,"Ep",3,NA,NA,FALSE
"7674","ICHdw1","ICHdw1/102","Fdi",1,"Fd",1,NA,NA,FALSE
"7675","ICHdw1","ICHdw1/102","Lw",3,"Lw",3,NA,NA,FALSE
"7676","ICHdw1","ICHdw1/102","Pli",2,"Pl",2,NA,NA,FALSE
"7677","ICHdw1","ICHdw1/102","Pyi",1,"Py",1,NA,NA,FALSE
"7678","ICHdw1","ICHdw1/103","At",2,"At",2,NA,NA,FALSE
"7679","ICHdw1","ICHdw1/103","Ep",2,"Ep",2,NA,NA,FALSE
"7680","ICHdw1","ICHdw1/103","Fdi",1,"Fd",1,NA,NA,FALSE
"7681","ICHdw1","ICHdw1/103","Lw",2,"Lw",2,NA,NA,FALSE
"7682","ICHdw1","ICHdw1/103","Pli",2,"Pl",2,NA,NA,FALSE
"7683","ICHdw1","ICHdw1/103","Pw",3,"Pw",3,NA,NA,FALSE
"7684","ICHdw1","ICHdw1/103","Pyi",1,"Py",1,NA,NA,FALSE
"7685","ICHdw1","ICHdw1/104","At",2,"At",2,NA,NA,FALSE
"7686","ICHdw1","ICHdw1/104","Bg",3,"Bg",3,NA,NA,FALSE
"7687","ICHdw1","ICHdw1/104","Cw",3,"Cw",3,NA,NA,FALSE
"7688","ICHdw1","ICHdw1/104","Ep",2,"Ep",2,NA,NA,FALSE
"7689","ICHdw1","ICHdw1/104","Fdi",1,"Fd",1,NA,NA,FALSE
"7690","ICHdw1","ICHdw1/104","Hw",3,"Hw",3,NA,NA,FALSE
"7691","ICHdw1","ICHdw1/104","Lw",1,"Lw",1,NA,NA,FALSE
"7692","ICHdw1","ICHdw1/104","Pli",2,"Pl",2,NA,NA,FALSE
"7693","ICHdw1","ICHdw1/104","Pw",2,"Pw",2,NA,NA,FALSE
"7694","ICHdw1","ICHdw1/104","Pyi",3,"Py",3,NA,NA,FALSE
"7695","ICHdw1","ICHdw1/104","Sxw",3,"Sx",3,NA,NA,FALSE
"7696","ICHdw1","ICHdw1/110","Act",2,"Ac",2,NA,NA,FALSE
"7697","ICHdw1","ICHdw1/110","At",2,"At",2,NA,NA,FALSE
"7698","ICHdw1","ICHdw1/110","Bg",2,"Bg",2,NA,NA,FALSE
"7699","ICHdw1","ICHdw1/110","Bl",3,"Bl",3,NA,NA,FALSE
"7700","ICHdw1","ICHdw1/110","Cw",1,"Cw",1,NA,NA,FALSE
"7701","ICHdw1","ICHdw1/110","Ep",2,"Ep",2,NA,NA,FALSE
"7702","ICHdw1","ICHdw1/110","Fdi",2,"Fd",2,NA,NA,FALSE
"7703","ICHdw1","ICHdw1/110","Hw",1,"Hw",1,NA,NA,FALSE
"7704","ICHdw1","ICHdw1/110","Lw",2,"Lw",2,NA,NA,FALSE
"7705","ICHdw1","ICHdw1/110","Pli",3,"Pl",3,NA,NA,FALSE
"7706","ICHdw1","ICHdw1/110","Pw",2,"Pw",2,NA,NA,FALSE
"7707","ICHdw1","ICHdw1/110","Sxw",2,"Sx",2,NA,NA,FALSE
"7708","ICHdw1","ICHdw1/111","Act",1,"Ac",1,NA,NA,FALSE
"7709","ICHdw1","ICHdw1/111","At",3,"At",3,NA,NA,FALSE
"7710","ICHdw1","ICHdw1/111","Bg",3,"Bg",3,NA,NA,FALSE
"7711","ICHdw1","ICHdw1/111","Bl",3,"Bl",3,NA,NA,FALSE
"7712","ICHdw1","ICHdw1/111","Cw",1,"Cw",1,NA,NA,FALSE
"7713","ICHdw1","ICHdw1/111","Ep",2,"Ep",2,NA,NA,FALSE
"7714","ICHdw1","ICHdw1/111","Fdi",3,"Fd",3,NA,NA,FALSE
"7715","ICHdw1","ICHdw1/111","Hw",1,"Hw",1,NA,NA,FALSE
"7716","ICHdw1","ICHdw1/111","Lw",3,"Lw",3,NA,NA,FALSE
"7717","ICHdw1","ICHdw1/111","Pli",3,"Pl",3,NA,NA,FALSE
"7718","ICHdw1","ICHdw1/111","Pw",3,"Pw",3,NA,NA,FALSE
"7719","ICHdw1","ICHdw1/111","Sxw",1,"Sx",1,NA,NA,FALSE
"7720","ICHdw1","ICHdw1/112","Act",1,"Ac",1,NA,NA,FALSE
"7721","ICHdw1","ICHdw1/112","At",3,"At",3,NA,NA,FALSE
"7722","ICHdw1","ICHdw1/112","Bl",3,"Bl",3,NA,NA,FALSE
"7723","ICHdw1","ICHdw1/112","Cw",1,"Cw",1,NA,NA,FALSE
"7724","ICHdw1","ICHdw1/112","Ep",3,"Ep",3,NA,NA,FALSE
"7725","ICHdw1","ICHdw1/112","Hw",2,"Hw",2,NA,NA,FALSE
"7726","ICHdw1","ICHdw1/112","Pw",3,"Pw",3,NA,NA,FALSE
"7727","ICHdw1","ICHdw1/112","Sxw",2,"Sx",2,NA,NA,FALSE
"7728","ICHdw1","ICHdw1/113","Act",2,"Ac",2,NA,NA,FALSE
"7729","ICHdw1","ICHdw1/113","At",2,"At",2,NA,NA,FALSE
"7730","ICHdw1","ICHdw1/113","Bl",3,"Bl",3,NA,NA,FALSE
"7731","ICHdw1","ICHdw1/113","Cw",1,"Cw",1,NA,NA,FALSE
"7732","ICHdw1","ICHdw1/113","Ep",2,"Ep",2,NA,NA,FALSE
"7733","ICHdw1","ICHdw1/113","Hw",1,"Hw",1,NA,NA,FALSE
"7734","ICHdw1","ICHdw1/113","Sxw",2,"Sx",2,NA,NA,FALSE
"7826","ICHdw4","ICHdw4/101","At",2,"At",2,NA,NA,FALSE
"7827","ICHdw4","ICHdw4/101","Bl",4,"Bl",4,NA,NA,FALSE
"7828","ICHdw4","ICHdw4/101","Cw",1,"Cw",1,NA,NA,FALSE
"7829","ICHdw4","ICHdw4/101","Ep",2,"Ep",2,NA,NA,FALSE
"7830","ICHdw4","ICHdw4/101","Fdi",1,"Fd",1,NA,NA,FALSE
"7831","ICHdw4","ICHdw4/101","Hw",1,"Hw",1,NA,NA,FALSE
"7832","ICHdw4","ICHdw4/101","Lw",2,"Lw",2,NA,NA,TRUE
"7833","ICHdw4","ICHdw4/101","Pli",3,"Pl",3,NA,NA,FALSE
"7834","ICHdw4","ICHdw4/101","Pw",2,"Pw",2,NA,NA,FALSE
"7835","ICHdw4","ICHdw4/101","Pyi",3,"Py",3,NA,NA,FALSE
"7836","ICHdw4","ICHdw4/101","Sxw",3,"Sx",3,NA,NA,FALSE
"7837","ICHdw4","ICHdw4/102","Cw",3,"Cw",3,NA,NA,FALSE
"7838","ICHdw4","ICHdw4/102","Ep",3,"Ep",3,NA,NA,FALSE
"7839","ICHdw4","ICHdw4/102","Fdi",1,"Fd",1,NA,NA,FALSE
"7840","ICHdw4","ICHdw4/102","Lw",3,"Lw",3,NA,NA,TRUE
"7841","ICHdw4","ICHdw4/102","Pli",2,"Pl",2,NA,NA,FALSE
"7842","ICHdw4","ICHdw4/102","Pyi",2,"Py",2,NA,NA,FALSE
"7843","ICHdw4","ICHdw4/103","Ep",3,"Ep",3,NA,NA,FALSE
"7844","ICHdw4","ICHdw4/103","Fdi",1,"Fd",1,NA,NA,FALSE
"7845","ICHdw4","ICHdw4/103","Lw",3,"Lw",3,NA,NA,TRUE
"7846","ICHdw4","ICHdw4/103","Pli",3,"Pl",3,NA,NA,FALSE
"7847","ICHdw4","ICHdw4/103","Pw",3,"Pw",3,NA,NA,FALSE
"7848","ICHdw4","ICHdw4/103","Pyi",2,"Py",2,NA,NA,FALSE
"7849","ICHdw4","ICHdw4/104","At",2,"At",2,NA,NA,FALSE
"7850","ICHdw4","ICHdw4/104","Cw",2,"Cw",2,NA,NA,FALSE
"7851","ICHdw4","ICHdw4/104","Ep",2,"Ep",2,NA,NA,FALSE
"7852","ICHdw4","ICHdw4/104","Fdi",1,"Fd",1,NA,NA,FALSE
"7853","ICHdw4","ICHdw4/104","Hw",3,"Hw",3,NA,NA,FALSE
"7854","ICHdw4","ICHdw4/104","Lw",2,"Lw",2,NA,NA,TRUE
"7855","ICHdw4","ICHdw4/104","Pli",2,"Pl",2,NA,NA,FALSE
"7856","ICHdw4","ICHdw4/104","Pw",2,"Pw",2,NA,NA,FALSE
"7857","ICHdw4","ICHdw4/104","Pyi",3,"Py",3,NA,NA,FALSE
"7858","ICHdw4","ICHdw4/104","Sxw",3,"Sx",3,NA,NA,FALSE
"7859","ICHdw4","ICHdw4/110","Act",2,"Ac",2,NA,NA,FALSE
"7860","ICHdw4","ICHdw4/110","At",2,"At",2,NA,NA,FALSE
