bgc,ss_nospace,sppsplit,suitability,spp,newsuit,mod,outrange,Zone,Note,Comments
ESSFwh3,ESSFwh3/104,Lw,3,Lw,3,cd,FALSE,ESSF,NA,
ESSFwh3,ESSFwh3/102,Pa,3,Pa,3,cd,FALSE,ESSF,NA,may occur at upper edge of this BGC unit
ESSFwh3,ESSFwh3/103,Pa,3,Pa,4,cd,FALSE,ESSF,NA,generally outcompeted on these sites
ESSFwh3,ESSFwh3/101,Pli,3,Pl,3,cd,FALSE,ESSF,NA,environmental suitablility reduced at upper elevations; outcompeted on these sites
ESSFwh3,ESSFwh3/102,Pli,2,Pl,2,cd,FALSE,ESSF,NA,environmental suitablility reduced at upper elevations; snow press may reduce growth on steep slopes
ESSFwh3,ESSFwh3/103,Pli,1,Pl,2,cd,FALSE,ESSF,NA,environmental suitablility reduced at upper elevations
ESSFwh3,ESSFwh3/104,Pli,3,Pl,3,cd,FALSE,ESSF,NA,environmental suitablility reduced at upper elevations; snow press may reduce growth on steep slopes
ESSFwh3,ESSFwh3/110,Pli,5,Pl,5,cd,FALSE,ESSF,NA,generally not found in this site series
ESSFwh3,ESSFwh3/101,Pw,3,Pw,3,cd,FALSE,ESSF,NA,environmental suitablility reduced at upper elevations; outcompeted on these sites
ESSFwh3,ESSFwh3/103,Pw,3,Pw,3,cd,FALSE,ESSF,NA,environmental suitablility reduced at upper elevations; outcompeted on these sites
ESSFwh3,ESSFwh3/104,Pw,3,Pw,3,cd,FALSE,ESSF,NA,environmental suitablility reduced at upper elevations; outcompeted on these sites
ESSFwh3,ESSFwh3/101,Se,1,Sx,1,cd,FALSE,ESSF,NA,
ESSFwh3,ESSFwh3/102,Se,3,Sx,3,cd,FALSE,ESSF,NA,drought limits establishment
ESSFwh3,ESSFwh3/103,Se,2,Sx,1,cd,FALSE,ESSF,NA,
ESSFwh3,ESSFwh3/104,Se,2,Sx,1,cd,FALSE,ESSF,NA,
ESSFwh3,ESSFwh3/110,Se,1,Sx,1,cd,FALSE,ESSF,NA,
ESSFwh3,ESSFwh3/111,Se,1,Sx,1,cd,FALSE,ESSF,NA,
ESSFwm1,ESSFwm1/101,Bl,1,Bl,1,cd,FALSE,ESSF,NA,
ESSFwm1,ESSFwm1/102,Bl,2,Bl,2,cd,FALSE,ESSF,NA,drought limits productivity
ESSFwm1,ESSFwm1/103,Bl,1,Bl,1,cd,FALSE,ESSF,NA,
ESSFwm1,ESSFwm1/104,Bl,1,Bl,1,cd,FALSE,ESSF,NA,
ESSFwm1,ESSFwm1/111,Bl,1,Bl,1,cd,FALSE,ESSF,NA,
ESSFwm1,ESSFwm1/112,Bl,2,Bl,2,cd,FALSE,ESSF,NA,saturated soils may limit productivity
ESSFwm1,ESSFwm1/102,Fdi,3,Fd,2,cd,FALSE,ESSF,NA,limited to lower elevations
ESSFwm1,ESSFwm1/103,Fdi,3,Fd,3,cd,FALSE,ESSF,NA,limited to lower elevations; generally limited due to lack of fire
ESSFwm1,ESSFwm1/103,Lw,5,Lw,5,cd,FALSE,ESSF,NA,
ESSFwm1,ESSFwm1/102,Pa,3,Pa,2,cd,FALSE,ESSF,NA,blister rust will limit establishment
ESSFwm1,ESSFwm1/103,Pa,3,Pa,3,cd,FALSE,ESSF,NA,generally outcompeted on these sites
ESSFwm1,ESSFwm1/101,Pli,3,Pl,4,cd,FALSE,ESSF,NA,generally not found on these sites
ESSFwm1,ESSFwm1/102,Pli,3,Pl,3,cd,FALSE,ESSF,NA,generally not found on these sites
ESSFwm1,ESSFwm1/103,Pli,2,Pl,2,cd,FALSE,ESSF,NA,restricted to lower elevations; snow press will limit productivity
ESSFwm1,ESSFwm1/104,Pli,3,Pl,3,cd,FALSE,ESSF,NA,generally outcompeted on these sites
ESSFwm1,ESSFwm1/101,Se,1,Sx,1,cd,FALSE,ESSF,NA,
ESSFwm1,ESSFwm1/102,Se,2,Sx,2,cd,FALSE,ESSF,NA,drought may limit establishment
ESSFwm1,ESSFwm1/103,Se,1,Sx,1,cd,FALSE,ESSF,NA,
ESSFwm1,ESSFwm1/104,Se,2,Sx,1,cd,FALSE,ESSF,NA,
ESSFwm1,ESSFwm1/111,Se,1,Sx,1,cd,FALSE,ESSF,NA,
ESSFwm1,ESSFwm1/112,Se,2,Sx,2,cd,FALSE,ESSF,NA,saturated soils may limit productivity
ESSFwm2,ESSFwm2/101,Bl,1,Bl,1,cd,FALSE,ESSF,NA,
ESSFwm2,ESSFwm2/102,Bl,2,Bl,2,cd,FALSE,ESSF,NA,drought may limit establishment
ESSFwm2,ESSFwm2/103,Bl,1,Bl,1,cd,FALSE,ESSF,NA,
ESSFwm2,ESSFwm2/104,Bl,1,Bl,1,cd,FALSE,ESSF,NA,
ESSFwm2,ESSFwm2/110,Bl,2,Bl,1,cd,FALSE,ESSF,NA,
ESSFwm2,ESSFwm2/111,Bl,2,Bl,2,cd,FALSE,ESSF,NA,saturated soils may limit productivity
ESSFwm2,ESSFwm2/102,Fdi,5,Fd,4,cd,FALSE,ESSF,NA,restricted to lower elevations; only on warm aspects
ESSFwm2,ESSFwm2/104,Hw,3,Hw,3,cd,FALSE,ESSF,imputed,uncommon; limited to lower elevations
ESSFwm2,ESSFwm2/101,Hw,4,Hw,3,cd,FALSE,ESSF,imputed,uncommon; limited to lower elevations
ESSFwm2,ESSFwm2/102,La,3,La,3,cd,FALSE,ESSF,NA,limited to rocky soils on cool aspects
ESSFwm2,ESSFwm2/102,Pa,3,Pa,2,cd,FALSE,ESSF,NA,drought may limit establishment
ESSFwm2,ESSFwm2/103,Pa,3,Pa,3,cd,FALSE,ESSF,NA,outcompeted on these site
ESSFwm2,ESSFwm2/104,Pa,3,Pa,3,cd,FALSE,ESSF,NA,outcompeted on these site
ESSFwm2,ESSFwm2/101,Pli,3,Pl,3,cd,FALSE,ESSF,NA,generally outcompeted on these sites
ESSFwm2,ESSFwm2/102,Pli,3,Pl,2,cd,FALSE,ESSF,NA,restricted to lower elevations on warm slope
ESSFwm2,ESSFwm2/103,Pli,2,Pl,2,cd,FALSE,ESSF,NA,snowpress will limit productivity on steep slopes; restricted to lower elevations on warem aspects
ESSFwm2,ESSFwm2/104,Pli,3,Pl,2,cd,FALSE,ESSF,NA,snowpress will limit productivity on steep slopes; restricted to lower elevations on warem aspects
ESSFwm2,ESSFwm2/101,Se,1,Sx,1,cd,FALSE,ESSF,NA,
ESSFwm2,ESSFwm2/102,Se,2,Sx,2,cd,FALSE,ESSF,NA,drought may limit establishment
ESSFwm2,ESSFwm2/103,Se,2,Sx,1,cd,FALSE,ESSF,NA,
ESSFwm2,ESSFwm2/104,Se,2,Sx,1,cd,FALSE,ESSF,NA,
ESSFwm2,ESSFwm2/110,Se,1,Sx,1,cd,FALSE,ESSF,NA,
ESSFwm2,ESSFwm2/111,Se,1,Sx,2,cd,FALSE,ESSF,NA,saturated soils may limit productivity
ESSFwm3,ESSFwm3/101,Bl,1,Bl,1,cd,FALSE,ESSF,NA,
ESSFwm3,ESSFwm3/102,Bl,2,Bl,2,cd,FALSE,ESSF,NA,drought may limit establishment
ESSFwm3,ESSFwm3/103,Bl,1,Bl,1,cd,FALSE,ESSF,NA,
ESSFwm3,ESSFwm3/104,Bl,1,Bl,1,cd,FALSE,ESSF,NA,
ESSFwm3,ESSFwm3/105,Bl,1,Bl,1,cd,FALSE,ESSF,NA,
ESSFwm3,ESSFwm3/110,Bl,1,Bl,1,cd,FALSE,ESSF,NA,
ESSFwm3,ESSFwm3/111,Bl,1,Bl,2,cd,FALSE,ESSF,NA,
ESSFwm3,ESSFwm3/112,Bl,2,Bl,2,cd,FALSE,ESSF,NA,saturated soils may limit productivity
ESSFwm3,ESSFwm3/112a,Bl,2,Bl,2,cd,FALSE,ESSF,NA,
ESSFwm3,ESSFwm3/112b,Bl,3,Bl,3,cd,FALSE,ESSF,NA,saturated soils wiil limit productivity
ESSFwm3,ESSFwm3/101,Hw,4,Hw,4,cd,FALSE,ESSF,imputed,at edge of range; restricted to lower elevations
ESSFwm3,ESSFwm3/104,Hw,3,Hw,4,cd,FALSE,ESSF,imputed,at edge of range; restricted to lower elevations
ESSFwm3,ESSFwm3/102,La,3,La,2,cd,FALSE,ESSF,NA,limited to rocky soils on cool aspects
ESSFwm3,ESSFwm3/104,Pa,3,Pa,4,cd,FALSE,ESSF,imputed,generally outcompeted on these sites
ESSFwm3,ESSFwm3/102,Pa,2,Pa,2,cd,FALSE,ESSF,NA,drought may limit establishment
ESSFwm3,ESSFwm3/103,Pa,2,Pa,2,cd,FALSE,ESSF,NA,
ESSFwm3,ESSFwm3/101,Pli,3,Pl,4,cd,FALSE,ESSF,NA,generally outcompeted on these sites
ESSFwm3,ESSFwm3/102,Pli,2,Pl,2,cd,FALSE,ESSF,NA,restricted to lower elevations on warm slope
ESSFwm3,ESSFwm3/103,Pli,2,Pl,2,cd,FALSE,ESSF,NA,restricted to lower elevations on warm slope
ESSFwm3,ESSFwm3/104,Pli,3,Pl,4,cd,FALSE,ESSF,NA,generally outcompeted on these sites
ESSFwm3,ESSFwm3/105,Pli,2,Pl,4,cd,FALSE,ESSF,NA,generally outcompeted on these sites
ESSFwm3,ESSFwm3/101,Se,2,Sx,1,cd,FALSE,ESSF,NA,
ESSFwm3,ESSFwm3/102,Se,3,Sx,2,cd,FALSE,ESSF,NA,drought may limit establishment
ESSFwm3,ESSFwm3/103,Se,2,Sx,1,cd,FALSE,ESSF,NA,
ESSFwm3,ESSFwm3/104,Se,2,Sx,1,cd,FALSE,ESSF,NA,
ESSFwm3,ESSFwm3/105,Se,1,Sx,1,cd,FALSE,ESSF,NA,
ESSFwm3,ESSFwm3/110,Se,1,Sx,1,cd,FALSE,ESSF,NA,
ESSFwm3,ESSFwm3/111,Se,1,Sx,1,cd,FALSE,ESSF,NA,
ESSFwm3,ESSFwm3/112,Se,2,Sx,2,cd,FALSE,ESSF,NA,saturated soils may limit productivity
ESSFwm3,ESSFwm3/112a,Se,2,Sx,2,cd,FALSE,ESSF,NA,saturated soils may limit productivity
ESSFwm3,ESSFwm3/112b,Se,3,Sx,3,cd,FALSE,ESSF,NA,saturated soils wiil limit productivity
ESSFwm4,ESSFwm4/110,At,3,At,3,cd,FALSE,ESSF,imputed,restricted to lower elevations
ESSFwm4,ESSFwm4/101,Bl,1,Bl,1,cd,FALSE,ESSF,NA,
ESSFwm4,ESSFwm4/102,Bl,2,Bl,2,cd,FALSE,ESSF,NA,drought may limit establishment
ESSFwm4,ESSFwm4/102a,Bl,3,Bl,4,cd,FALSE,ESSF,NA,drought will limit establishment
ESSFwm4,ESSFwm4/102b,Bl,2,Bl,2,cd,FALSE,ESSF,NA,drought may limit establishment
ESSFwm4,ESSFwm4/103,Bl,1,Bl,1,cd,FALSE,ESSF,NA,
ESSFwm4,ESSFwm4/110,Bl,1,Bl,1,cd,FALSE,ESSF,NA,
ESSFwm4,ESSFwm4/111,Bl,2,Bl,2,cd,FALSE,ESSF,NA,saturated soils may limit productivity
ESSFwm4,ESSFwm4/101,Cw,3,Cw,2,cd,FALSE,ESSF,NA,establishment and growth restricted at higher elevations
ESSFwm4,ESSFwm4/110,Cw,3,Cw,2,cd,FALSE,ESSF,NA,establishment and growth restricted at higher elevations
ESSFwm4,ESSFwm4/101,Fdi,3,Fd,2,cd,FALSE,ESSF,NA,establishment and growth restricted at higher elevations
ESSFwm4,ESSFwm4/102,Fdi,3,Fd,2,cd,FALSE,ESSF,NA,establishment and growth restricted at higher elevations
ESSFwm4,ESSFwm4/102a,Fdi,3,Fd,2,cd,FALSE,ESSF,NA,establishment and growth restricted at higher elevations
ESSFwm4,ESSFwm4/102b,Fdi,3,Fd,2,cd,FALSE,ESSF,NA,establishment and growth restricted at higher elevations
ESSFwm4,ESSFwm4/103,Fdi,3,Fd,2,cd,FALSE,ESSF,NA,establishment and growth restricted at higher elevations
ESSFwm4,ESSFwm4/101,Hw,3,Hw,2,cd,FALSE,ESSF,NA,establishment and growth restricted at higher elevations
ESSFwm4,ESSFwm4/103,Hw,3,Hw,2,cd,FALSE,ESSF,NA,establishment and growth restricted at higher elevations
ESSFwm4,ESSFwm4/110,Hw,3,Hw,2,cd,FALSE,ESSF,NA,establishment and growth restricted at higher elevations
ESSFwm4,ESSFwm4/102,La,3,La,2,cd,FALSE,ESSF,NA,restricted to colder sites
ESSFwm4,ESSFwm4/102a,La,3,La,2,cd,FALSE,ESSF,NA,restricted to colder sites
ESSFwm4,ESSFwm4/102b,La,3,La,2,cd,FALSE,ESSF,NA,restricted to colder sites
ESSFwm4,ESSFwm4/101,Lw,3,Lw,5,cd,FALSE,ESSF,NA,not known to occur; environmental limitations unknown
ESSFwm4,ESSFwm4/102,Lw,3,Lw,5,cd,FALSE,ESSF,NA,not known to occur; environmental limitations unknown
ESSFwm4,ESSFwm4/102a,Lw,3,Lw,5,cd,FALSE,ESSF,NA,not known to occur; environmental limitations unknown
ESSFwm4,ESSFwm4/102b,Lw,3,Lw,5,cd,FALSE,ESSF,NA,not known to occur; environmental limitations unknown
ESSFwm4,ESSFwm4/103,Lw,3,Lw,5,cd,FALSE,ESSF,NA,not known to occur; environmental limitations unknown
ESSFwm4,ESSFwm4/102,Pa,3,Pa,2,cd,FALSE,ESSF,NA,drought may limit establishment
ESSFwm4,ESSFwm4/102a,Pa,2,Pa,2,cd,FALSE,ESSF,NA,
ESSFwm4,ESSFwm4/102b,Pa,3,Pa,2,cd,FALSE,ESSF,NA,
ESSFwm4,ESSFwm4/101,Pli,2,Pl,4,cd,FALSE,ESSF,NA,generally outcompeted on these sites
ESSFwm4,ESSFwm4/102,Pli,2,Pl,2,cd,FALSE,ESSF,NA,snow press will limit productivity on steep slopes
ESSFwm4,ESSFwm4/102a,Pli,3,Pl,2,cd,FALSE,ESSF,NA,snow press will limit productivity on steep slopes
ESSFwm4,ESSFwm4/102b,Pli,2,Pl,2,cd,FALSE,ESSF,NA,snow press will limit productivity on steep slopes
ESSFwm4,ESSFwm4/103,Pli,2,Pl,2,cd,FALSE,ESSF,NA,snow press will limit productivity on steep slopes
ESSFwm4,ESSFwm4/101,Se,1,Sx,1,cd,FALSE,ESSF,NA,
ESSFwm4,ESSFwm4/102,Se,3,Sx,2,cd,FALSE,ESSF,NA,drought will limit establishment
ESSFwm4,ESSFwm4/102a,Se,3,Sx,2,cd,FALSE,ESSF,NA,drought will limit establishment
ESSFwm4,ESSFwm4/102b,Se,3,Sx,2,cd,FALSE,ESSF,NA,drought will limit establishment
ESSFwm4,ESSFwm4/103,Se,1,Sx,1,cd,FALSE,ESSF,NA,
ESSFwm4,ESSFwm4/110,Se,1,Sx,1,cd,FALSE,ESSF,NA,
ESSFwm4,ESSFwm4/111,Se,1,Sx,1,cd,FALSE,ESSF,NA,
ESSFwmp,ESSFwmp/00,Bl,3,Bl,3,cd,FALSE,ESSF,NA,limited establishment and productivity in this BGC unit
ESSFwmw,ESSFwmw/101,Bl,1,Bl,2,cd,FALSE,ESSF,NA,short growing season limits establishment and productivity 
ESSFwmw,ESSFwmw/102,Bl,3,Bl,3,cd,FALSE,ESSF,NA,drought will limit establishment and growth
ESSFwmw,ESSFwmw/103,Bl,1,Bl,2,cd,FALSE,ESSF,NA,
ESSFwmw,ESSFwmw/110,Bl,2,Bl,2,cd,FALSE,ESSF,NA,
ESSFwmw,ESSFwmw/101,La,3,La,3,cd,FALSE,ESSF,NA,generally outcompeted on these sites
ESSFwmw,ESSFwmw/102,La,2,La,2,cd,FALSE,ESSF,NA,
ESSFwmw,ESSFwmw/103,La,2,La,2,cd,FALSE,ESSF,NA,
ESSFwmw,ESSFwmw/102,Pa,2,Pa,2,cd,FALSE,ESSF,NA,
ESSFwmw,ESSFwmw/103,Pa,3,Pa,3,cd,FALSE,ESSF,NA,generally outcompeted on these sites
ESSFwmw,ESSFwmw/102,Pli,5,Pl,5,cd,FALSE,ESSF,NA,
ESSFwmw,ESSFwmw/103,Pli,5,Pl,5,cd,FALSE,ESSF,NA,
ESSFwmw,ESSFwmw/101,Se,2,Sx,2,cd,FALSE,ESSF,NA,
ESSFwmw,ESSFwmw/102,Se,2,Sx,3,cd,FALSE,ESSF,NA,drought will limit establishment
ESSFwmw,ESSFwmw/103,Se,2,Sx,2,cd,FALSE,ESSF,NA,
ESSFwmw,ESSFwmw/110,Se,2,Sx,2,cd,FALSE,ESSF,NA,
ICHdm,ICHdm/111,Fdi,4,Fd,3,cd,FALSE,ICH,imputed,generally outcompeted on these sites; only found on the margins of this site series
ICHdm,ICHdm/111,Pli,3,Pl,3,cd,FALSE,ICH,imputed,generally outcompeted on these sites; only found on the margins of this site series
ICHdm,ICHdm/110,Tw,3,Tw,3,cd,FALSE,ICH,imputed,wet soils would limit establishment in this unit; at edge of suitability
ICHdw1,ICHdw1/103,Bg,3,Bg,3,cd,FALSE,ICH,imputed,drought will limit establishment; would require shade to establish
ICHdw1,ICHdw1/102,Cw,5,Cw,5,cd,FALSE,ICH,NA,not known to occur in this site series
ICHdw1,ICHdw1/111,Tw,3,Tw,3,cd,FALSE,ICH,imputed,wet soils would limit establishment in this unit; at edge of suitability
ICHdw1,ICHdw1/104,Tw,3,Tw,2,cd,FALSE,ICH,imputed,drought wil limit establishment
ICHdw4,ICHdw4/110,Fdi,2,Fd,3,cd,TRUE,ICH,NA,wet soils would limit establishment in this unit; at edge of suitability
ICHdw4,ICHdw4/102,Lw,3,Lw,2,cd,TRUE,ICH,NA,drought will limit establishment
ICHdw4,ICHdw4/104,Tw,3,Tw,3,cd,FALSE,ICH,imputed,generally outcompeted
ICHmk1,ICHmk1/101,Act,3,Ac,3,cd,FALSE,ICH,NA,"would only establish where roots can reach abundant water (e.g., adjacent to streams)"
ICHmk1,ICHmk1/110,Act,2,Ac,1,cd,FALSE,ICH,NA,no known limitations
ICHmk1,ICHmk1/111,Act,2,Ac,1,cd,FALSE,ICH,NA,no known limitations
ICHmk1,ICHmk1/112,Act,2,Ac,1,cd,FALSE,ICH,NA,no known limitations
ICHmk1,ICHmk1/101,At,2,At,1,cd,FALSE,ICH,NA,no known limitations
ICHmk1,ICHmk1/103,At,3,At,2,cd,FALSE,ICH,NA,drought may limit establishment
ICHmk1,ICHmk1/104,At,2,At,1,cd,FALSE,ICH,NA,
ICHmk1,ICHmk1/105,At,2,At,1,cd,FALSE,ICH,NA,
ICHmk1,ICHmk1/110,At,2,At,2,cd,FALSE,ICH,NA,saturated soils wiil limit establishment
ICHmk1,ICHmk1/111,At,2,At,2,cd,FALSE,ICH,NA,saturated soils wiil limit establishment
ICHmk1,ICHmk1/112,At,3,At,3,cd,FALSE,ICH,NA,outcompeted on these site
ICHmk1,ICHmk1/101,Bl,2,Bl,1,cd,FALSE,ICH,NA,
ICHmk1,ICHmk1/102,Bl,3,Bl,3,cd,FALSE,ICH,NA,drought will limit establishmet
ICHmk1,ICHmk1/103,Bl,3,Bl,3,cd,FALSE,ICH,NA,drought will limit establishmet
ICHmk1,ICHmk1/104,Bl,2,Bl,2,cd,FALSE,ICH,NA,productivity limited at drier end of this unit
ICHmk1,ICHmk1/105,Bl,3,Bl,2,cd,FALSE,ICH,NA,productivity limited at drier end of this unit
ICHmk1,ICHmk1/110,Bl,2,Bl,1,cd,FALSE,ICH,NA,
ICHmk1,ICHmk1/111,Bl,2,Bl,1,cd,FALSE,ICH,NA,
ICHmk1,ICHmk1/112,Bl,2,Bl,1,cd,FALSE,ICH,NA,
ICHmk1,ICHmk1/101,Cw,1,Cw,1,cd,FALSE,ICH,NA,
ICHmk1,ICHmk1/103,Cw,3,Cw,3,cd,FALSE,ICH,NA,drought wil limit establishment
ICHmk1,ICHmk1/104,Cw,3,Cw,3,cd,FALSE,ICH,NA,drought wil limit establishment
ICHmk1,ICHmk1/105,Cw,2,Cw,3,cd,FALSE,ICH,NA,drought wil limit establishment
ICHmk1,ICHmk1/110,Cw,1,Cw,1,cd,FALSE,ICH,NA,
ICHmk1,ICHmk1/111,Cw,1,Cw,1,cd,FALSE,ICH,NA,
ICHmk1,ICHmk1/112,Cw,2,Cw,2,cd,FALSE,ICH,NA,generally outcompeted on these sites
ICHmk1,ICHmk1/101,Ep,2,Ep,1,cd,FALSE,ICH,NA,
ICHmk1,ICHmk1/103,Ep,3,Ep,3,cd,FALSE,ICH,NA,drought will limit establishment
ICHmk1,ICHmk1/104,Ep,2,Ep,2,cd,FALSE,ICH,NA,
ICHmk1,ICHmk1/105,Ep,2,Ep,2,cd,FALSE,ICH,NA,
ICHmk1,ICHmk1/110,Ep,3,Ep,3,cd,FALSE,ICH,NA,saturated soils wiil limit establishment
ICHmk1,ICHmk1/111,Ep,2,Ep,3,cd,FALSE,ICH,NA,saturated soils wiil limit establishment
ICHmk1,ICHmk1/112,Ep,3,Ep,3,cd,FALSE,ICH,NA,saturated soils wiil limit establishment
ICHmk1,ICHmk1/101,Fdi,1,Fd,1,cd,FALSE,ICH,NA,
ICHmk1,ICHmk1/102,Fdi,1,Fd,1,cd,FALSE,ICH,NA,
ICHmk1,ICHmk1/103,Fdi,1,Fd,1,cd,FALSE,ICH,NA,
ICHmk1,ICHmk1/104,Fdi,2,Fd,2,cd,FALSE,ICH,NA,frost may limit establishment
ICHmk1,ICHmk1/105,Fdi,1,Fd,1,cd,FALSE,ICH,NA,
ICHmk1,ICHmk1/110,Fdi,1,Fd,2,cd,FALSE,ICH,NA,saturated soils wiil limit establishment
ICHmk1,ICHmk1/111,Fdi,2,Fd,2,cd,FALSE,ICH,NA,saturated soils wiil limit establishment
ICHmk1,ICHmk1/112,Fdi,5,Fd,5,cd,FALSE,ICH,NA,not found in this unit
ICHmk1,ICHmk1/101,Lw,1,Lw,1,cd,FALSE,ICH,NA,
ICHmk1,ICHmk1/103,Lw,2,Lw,2,cd,FALSE,ICH,NA,drought may limit establishment
ICHmk1,ICHmk1/104,Lw,2,Lw,1,cd,FALSE,ICH,NA,
ICHmk1,ICHmk1/105,Lw,1,Lw,1,cd,FALSE,ICH,NA,
ICHmk1,ICHmk1/110,Lw,2,Lw,1,cd,FALSE,ICH,NA,
ICHmk1,ICHmk1/111,Lw,2,Lw,2,cd,FALSE,ICH,NA,saturated soils wiil limit establishment
ICHmk1,ICHmk1/112,Lw,5,Lw,5,cd,FALSE,ICH,NA,
ICHmk1,ICHmk1/101,Pli,2,Pl,1,cd,FALSE,ICH,NA,
ICHmk1,ICHmk1/102,Pli,2,Pl,2,cd,FALSE,ICH,NA,drought may limit establishment
ICHmk1,ICHmk1/103,Pli,2,Pl,1,cd,FALSE,ICH,NA,
ICHmk1,ICHmk1/104,Pli,1,Pl,1,cd,FALSE,ICH,NA,
ICHmk1,ICHmk1/105,Pli,1,Pl,1,cd,FALSE,ICH,NA,
ICHmk1,ICHmk1/110,Pli,2,Pl,2,cd,FALSE,ICH,NA,generally outcompeted in this unit
ICHmk1,ICHmk1/111,Pli,2,Pl,2,cd,FALSE,ICH,NA,generally outcompeted in this unit
ICHmk1,ICHmk1/112,Pli,3,Pl,5,cd,FALSE,ICH,NA,
ICHmk1,ICHmk1/101,Pyi,4,Py,4,cd,FALSE,ICH,NA,generally outcompeted on this site unit
ICHmk1,ICHmk1/102,Pyi,3,Py,2,cd,FALSE,ICH,NA,
ICHmk1,ICHmk1/103,Pyi,4,Py,2,cd,FALSE,ICH,NA,
ICHmk1,ICHmk1/104,Pyi,4,Py,4,cd,FALSE,ICH,NA,
ICHmk1,ICHmk1/101,Sxw,1,Sx,1,cd,FALSE,ICH,NA,
ICHmk1,ICHmk1/102,Sxw,3,Sx,3,cd,FALSE,ICH,NA,drought will limit establishment
ICHmk1,ICHmk1/103,Sxw,3,Sx,3,cd,FALSE,ICH,NA,drought will limit establishment
ICHmk1,ICHmk1/104,Sxw,2,Sx,2,cd,FALSE,ICH,NA,
ICHmk1,ICHmk1/105,Sxw,2,Sx,2,cd,FALSE,ICH,NA,
ICHmk1,ICHmk1/110,Sxw,1,Sx,1,cd,FALSE,ICH,NA,
ICHmk1,ICHmk1/111,Sxw,1,Sx,1,cd,FALSE,ICH,NA,
ICHmk1,ICHmk1/112,Sxw,1,Sx,2,cd,FALSE,ICH,NA,frost may limit establishment
ICHmk1,ICHmk1/112,Tw,3,Tw,3,cd,FALSE,ICH,imputed,
ICHmw1,ICHmw1/05,Act,2,Ac,2,cd,FALSE,ICH,NA,most suitable to wetter end of this unit
ICHmw1,ICHmw1/06,Act,2,Ac,1,cd,FALSE,ICH,NA,
ICHmw1,ICHmw1/07,Act,2,Ac,1,cd,FALSE,ICH,NA,
ICHmw1,ICHmw1/01,At,2,At,1,cd,FALSE,ICH,NA,
ICHmw1,ICHmw1/02,At,3,At,2,cd,FALSE,ICH,NA,drought may limit establishment
ICHmw1,ICHmw1/03,At,3,At,2,cd,FALSE,ICH,NA,drought may limit establishment
ICHmw1,ICHmw1/04,At,3,At,1,cd,FALSE,ICH,NA,
ICHmw1,ICHmw1/05,At,3,At,2,cd,FALSE,ICH,NA,most suitable to drier end of this unit
ICHmw1,ICHmw1/06,At,3,At,3,cd,FALSE,ICH,NA,
ICHmw1,ICHmw1/07,At,3,At,3,cd,FALSE,ICH,NA,
ICHmw1,ICHmw1/01,Bl,3,Bl,1,cd,FALSE,ICH,NA,
ICHmw1,ICHmw1/02,Bl,3,Bl,2,cd,FALSE,ICH,NA,drought will limit establishment
ICHmw1,ICHmw1/03,Bl,2,Bl,2,cd,FALSE,ICH,NA,drought will limit establishment
ICHmw1,ICHmw1/04,Bl,3,Bl,2,cd,FALSE,ICH,NA,drought may limit establishment; only suitable for wetter end of this unit
ICHmw1,ICHmw1/05,Bl,2,Bl,1,cd,FALSE,ICH,NA,
ICHmw1,ICHmw1/06,Bl,1,Bl,1,cd,FALSE,ICH,NA,
ICHmw1,ICHmw1/07,Bl,2,Bl,1,cd,FALSE,ICH,NA,
ICHmw1,ICHmw1/01,Cw,2,Cw,1,cd,FALSE,ICH,NA,
ICHmw1,ICHmw1/02,Cw,3,Cw,2,cd,FALSE,ICH,NA,drought will limit establishment
ICHmw1,ICHmw1/03,Cw,3,Cw,2,cd,FALSE,ICH,NA,drought will limit establishment
ICHmw1,ICHmw1/04,Cw,3,Cw,2,cd,FALSE,ICH,NA,drought may limit establishment; only suitable for wetter end of this unit
ICHmw1,ICHmw1/05,Cw,1,Cw,1,cd,FALSE,ICH,NA,
ICHmw1,ICHmw1/06,Cw,1,Cw,1,cd,FALSE,ICH,NA,
ICHmw1,ICHmw1/07,Cw,1,Cw,1,cd,FALSE,ICH,NA,
ICHmw1,ICHmw1/01,Ep,2,Ep,1,cd,FALSE,ICH,NA,
ICHmw1,ICHmw1/02,Ep,3,Ep,2,cd,FALSE,ICH,NA,drought will limit establishment
ICHmw1,ICHmw1/03,Ep,3,Ep,2,cd,FALSE,ICH,NA,drought will limit establishment
ICHmw1,ICHmw1/04,Ep,2,Ep,2,cd,FALSE,ICH,NA,drought may limit establishment; only suitable for wetter end of this unit
ICHmw1,ICHmw1/05,Ep,2,Ep,1,cd,FALSE,ICH,NA,
ICHmw1,ICHmw1/06,Ep,2,Ep,2,cd,FALSE,ICH,NA,saturated soils wiil limit establishment
ICHmw1,ICHmw1/07,Ep,2,Ep,3,cd,FALSE,ICH,NA,saturated soils wiil limit establishment; outcompeted on these sites
ICHmw1,ICHmw1/01,Fdi,1,Fd,1,cd,FALSE,ICH,NA,
ICHmw1,ICHmw1/02,Fdi,1,Fd,1,cd,FALSE,ICH,NA,
ICHmw1,ICHmw1/03,Fdi,1,Fd,1,cd,FALSE,ICH,NA,
ICHmw1,ICHmw1/04,Fdi,1,Fd,1,cd,FALSE,ICH,NA,
ICHmw1,ICHmw1/05,Fdi,1,Fd,1,cd,FALSE,ICH,NA,
