"","bgc","ss_nospace","sppsplit","suitability","spp","newsuit","mod","outrange","Zone","Note"
"6249","IDFdm1","IDFdm1/110.1","Pyi",5,"Py",5,NA,FALSE,"IDF",NA
"6250","IDFdm1","IDFdm1/110.1","Sxw",1,"Sx",1,NA,FALSE,"IDF",NA
"6251","IDFdm1","IDFdm1/110.2","At",3,"At",3,NA,FALSE,"IDF",NA
"6252","IDFdm1","IDFdm1/110.2","Cw",3,"Cw",3,NA,FALSE,"IDF",NA
"6253","IDFdm1","IDFdm1/110.2","Ep",2,"Ep",2,NA,FALSE,"IDF",NA
"6254","IDFdm1","IDFdm1/110.2","Fdi",1,"Fd",1,NA,FALSE,"IDF",NA
"6255","IDFdm1","IDFdm1/110.2","Lw",2,"Lw",2,NA,FALSE,"IDF",NA
"6256","IDFdm1","IDFdm1/110.2","Pli",2,"Pl",2,NA,FALSE,"IDF",NA
"6257","IDFdm1","IDFdm1/110.2","Pyi",5,"Py",5,NA,FALSE,"IDF",NA
"6258","IDFdm1","IDFdm1/110.2","Sxw",1,"Sx",1,NA,FALSE,"IDF",NA
"6259","IDFdm1","IDFdm1/111","Act",2,"Ac",2,NA,FALSE,"IDF",NA
"6260","IDFdm1","IDFdm1/111","At",2,"At",2,NA,FALSE,"IDF",NA
"6261","IDFdm1","IDFdm1/111","Ep",2,"Ep",2,NA,FALSE,"IDF",NA
"6262","IDFdm1","IDFdm1/111","Fdi",2,"Fd",2,NA,FALSE,"IDF",NA
"6263","IDFdm1","IDFdm1/111","Lw",2,"Lw",2,NA,FALSE,"IDF",NA
"6264","IDFdm1","IDFdm1/111","Pli",2,"Pl",2,NA,FALSE,"IDF",NA
"6265","IDFdm1","IDFdm1/111","Sxw",1,"Sx",1,NA,FALSE,"IDF",NA
"6266","IDFdm1","IDFdm1/112","Act",2,"Ac",2,NA,FALSE,"IDF",NA
"6267","IDFdm1","IDFdm1/112","At",2,"At",2,NA,FALSE,"IDF",NA
"6268","IDFdm1","IDFdm1/112","Bl",4,"Bl",4,NA,FALSE,"IDF",NA
"6269","IDFdm1","IDFdm1/112","Ep",2,"Ep",2,NA,FALSE,"IDF",NA
"6270","IDFdm1","IDFdm1/112","Fdi",5,"Fd",5,NA,FALSE,"IDF",NA
"6271","IDFdm1","IDFdm1/112","Lw",5,"Lw",5,NA,FALSE,"IDF",NA
"6272","IDFdm1","IDFdm1/112","Pli",3,"Pl",3,NA,FALSE,"IDF",NA
"6273","IDFdm1","IDFdm1/112","Sxw",1,"Sx",1,NA,FALSE,"IDF",NA
"6278","IDFdm2","IDFdm2/101","At",3,"At",3,NA,FALSE,"IDF",NA
"6279","IDFdm2","IDFdm2/101","Ep",2,"Ep",2,NA,FALSE,"IDF",NA
"6280","IDFdm2","IDFdm2/101","Fdi",1,"Fd",1,NA,FALSE,"IDF",NA
"6281","IDFdm2","IDFdm2/101","Lw",2,"Lw",2,NA,FALSE,"IDF",NA
"6282","IDFdm2","IDFdm2/101","Pli",2,"Pl",2,NA,FALSE,"IDF",NA
"6283","IDFdm2","IDFdm2/101","Pyi",3,"Py",3,NA,FALSE,"IDF",NA
"6284","IDFdm2","IDFdm2/102","At",5,"At",5,NA,FALSE,"IDF",NA
"6285","IDFdm2","IDFdm2/102","Fdi",2,"Fd",2,NA,FALSE,"IDF",NA
"6286","IDFdm2","IDFdm2/102","Pyi",2,"Py",2,NA,FALSE,"IDF",NA
"6287","IDFdm2","IDFdm2/103","At",5,"At",5,NA,FALSE,"IDF",NA
"6288","IDFdm2","IDFdm2/103","Ep",5,"Ep",5,NA,FALSE,"IDF",NA
"6289","IDFdm2","IDFdm2/103","Fdi",1,"Fd",1,NA,FALSE,"IDF",NA
"6290","IDFdm2","IDFdm2/103","Lw",3,"Lw",3,NA,FALSE,"IDF",NA
"6291","IDFdm2","IDFdm2/103","Pyi",2,"Py",2,NA,FALSE,"IDF",NA
"6292","IDFdm2","IDFdm2/104","At",5,"At",5,NA,FALSE,"IDF",NA
"6293","IDFdm2","IDFdm2/104","Ep",5,"Ep",5,NA,FALSE,"IDF",NA
"6294","IDFdm2","IDFdm2/104","Fdi",1,"Fd",1,NA,FALSE,"IDF",NA
"6295","IDFdm2","IDFdm2/104","Lw",2,"Lw",2,NA,FALSE,"IDF",NA
"6296","IDFdm2","IDFdm2/104","Pli",3,"Pl",3,NA,FALSE,"IDF",NA
"6297","IDFdm2","IDFdm2/104","Pyi",2,"Py",2,NA,FALSE,"IDF",NA
"6298","IDFdm2","IDFdm2/110","At",2,"At",2,NA,FALSE,"IDF",NA
"6299","IDFdm2","IDFdm2/110","Ep",3,"Ep",3,NA,FALSE,"IDF",NA
"6300","IDFdm2","IDFdm2/110","Fdi",2,"Fd",2,NA,FALSE,"IDF",NA
"6301","IDFdm2","IDFdm2/110","Lw",2,"Lw",2,NA,FALSE,"IDF",NA
"6302","IDFdm2","IDFdm2/110","Pli",3,"Pl",3,NA,FALSE,"IDF",NA
"6303","IDFdm2","IDFdm2/110","Sxw",2,"Sx",2,NA,FALSE,"IDF",NA
"6304","IDFdm2","IDFdm2/111","Act",3,"Ac",3,NA,FALSE,"IDF",NA
"6305","IDFdm2","IDFdm2/111","At",2,"At",2,NA,FALSE,"IDF",NA
"6306","IDFdm2","IDFdm2/111","Ep",2,"Ep",2,NA,FALSE,"IDF",NA
"6307","IDFdm2","IDFdm2/111","Fdi",2,"Fd",2,NA,FALSE,"IDF",NA
"6308","IDFdm2","IDFdm2/111","Lw",2,"Lw",2,NA,FALSE,"IDF",NA
"6309","IDFdm2","IDFdm2/111","Pli",3,"Pl",3,NA,FALSE,"IDF",NA
"6310","IDFdm2","IDFdm2/111","Sxw",1,"Sx",1,NA,FALSE,"IDF",NA
"6311","IDFdm2","IDFdm2/112","Act",2,"Ac",2,NA,FALSE,"IDF",NA
"6312","IDFdm2","IDFdm2/112","At",2,"At",2,NA,FALSE,"IDF",NA
"6313","IDFdm2","IDFdm2/112","Ep",3,"Ep",3,NA,FALSE,"IDF",NA
"6314","IDFdm2","IDFdm2/112","Sxw",2,"Sx",2,NA,FALSE,"IDF",NA
"6315","IDFdm2","IDFdm2/112a","Act",2,"Ac",2,NA,FALSE,"IDF",NA
"6316","IDFdm2","IDFdm2/112a","At",2,"At",2,NA,FALSE,"IDF",NA
"6317","IDFdm2","IDFdm2/112a","Ep",3,"Ep",3,NA,FALSE,"IDF",NA
"6318","IDFdm2","IDFdm2/112a","Sxw",2,"Sx",2,NA,FALSE,"IDF",NA
"6319","IDFdm2","IDFdm2/112b","Act",2,"Ac",2,NA,FALSE,"IDF",NA
"6320","IDFdm2","IDFdm2/112b","At",2,"At",2,NA,FALSE,"IDF",NA
"6321","IDFdm2","IDFdm2/112b","Ep",3,"Ep",3,NA,FALSE,"IDF",NA
"6322","IDFdm2","IDFdm2/112b","Sxw",2,"Sx",2,NA,FALSE,"IDF",NA
"6475","IDFxk","IDFxk/101","Fdi",1,"Fd",1,NA,FALSE,"IDF",NA
"6476","IDFxk","IDFxk/101","Pyi",3,"Py",3,NA,FALSE,"IDF",NA
"6477","IDFxk","IDFxk/102","Fdi",2,"Fd",2,NA,FALSE,"IDF",NA
"6478","IDFxk","IDFxk/102","Pf",3,"Pf",3,NA,FALSE,"IDF",NA
"6479","IDFxk","IDFxk/102","Pyi",3,"Py",3,NA,FALSE,"IDF",NA
"6480","IDFxk","IDFxk/102a","Fdi",2,"Fd",2,NA,FALSE,"IDF",NA
"6481","IDFxk","IDFxk/102a","Pf",3,"Pf",3,NA,FALSE,"IDF",NA
"6482","IDFxk","IDFxk/102a","Pyi",3,"Py",3,NA,FALSE,"IDF",NA
"6483","IDFxk","IDFxk/102b","Fdi",2,"Fd",2,NA,FALSE,"IDF",NA
"6484","IDFxk","IDFxk/102b","Pf",3,"Pf",3,NA,FALSE,"IDF",NA
"6485","IDFxk","IDFxk/102b","Pyi",3,"Py",3,NA,FALSE,"IDF",NA
"6486","IDFxk","IDFxk/103","Fdi",1,"Fd",1,NA,FALSE,"IDF",NA
"6487","IDFxk","IDFxk/103","Pf",3,"Pf",3,NA,FALSE,"IDF",NA
"6488","IDFxk","IDFxk/103","Pli",3,"Pl",3,NA,FALSE,"IDF",NA
"6489","IDFxk","IDFxk/103","Pyi",3,"Py",3,NA,FALSE,"IDF",NA
"6490","IDFxk","IDFxk/110","At",3,"At",3,NA,FALSE,"IDF",NA
"6491","IDFxk","IDFxk/110","Fdi",1,"Fd",1,NA,FALSE,"IDF",NA
"6492","IDFxk","IDFxk/110","Pyi",5,"Py",5,NA,FALSE,"IDF",NA
"6493","IDFxk","IDFxk/111","At",1,"At",1,NA,FALSE,"IDF",NA
"6494","IDFxk","IDFxk/111","Ep",3,"Ep",3,NA,FALSE,"IDF",NA
"6495","IDFxk","IDFxk/111","Fdi",3,"Fd",3,NA,FALSE,"IDF",NA
"6496","IDFxk","IDFxk/111","Pli",3,"Pl",3,NA,FALSE,"IDF",NA
"6497","IDFxk","IDFxk/111","Sxw",2,"Sx",2,NA,FALSE,"IDF",NA
"6498","IDFxk","IDFxk/112","Act",3,"Ac",3,NA,FALSE,"IDF",NA
"6499","IDFxk","IDFxk/112","At",3,"At",3,NA,FALSE,"IDF",NA
"6500","IDFxk","IDFxk/112","Ep",2,"Ep",2,NA,FALSE,"IDF",NA
"6501","IDFxk","IDFxk/112","Fdi",2,"Fd",2,NA,FALSE,"IDF",NA
"6502","IDFxk","IDFxk/112","Pli",5,"Pl",5,NA,FALSE,"IDF",NA
"6503","IDFxk","IDFxk/112","Sxw",1,"Sx",1,NA,FALSE,"IDF",NA
"6504","IDFxk","IDFxk/113","Act",3,"Ac",3,NA,FALSE,"IDF",NA
"6505","IDFxk","IDFxk/113","At",3,"At",3,NA,FALSE,"IDF",NA
"6506","IDFxk","IDFxk/113","Ep",3,"Ep",3,NA,FALSE,"IDF",NA
"6507","IDFxk","IDFxk/113","Sxw",2,"Sx",2,NA,FALSE,"IDF",NA
"6569","IDFxx1","IDFxx1/101","Fdi",2,"Fd",2,NA,FALSE,"IDF",NA
"6570","IDFxx1","IDFxx1/101","Pyi",1,"Py",1,NA,FALSE,"IDF",NA
"6571","IDFxx1","IDFxx1/102","Fdi",5,"Fd",5,NA,FALSE,"IDF",NA
"6572","IDFxx1","IDFxx1/102","Pyi",2,"Py",2,NA,FALSE,"IDF",NA
"6573","IDFxx1","IDFxx1/103","Fdi",5,"Fd",5,NA,FALSE,"IDF",NA
"6574","IDFxx1","IDFxx1/103","Pyi",2,"Py",2,NA,FALSE,"IDF",NA
"6575","IDFxx1","IDFxx1/104","Fdi",3,"Fd",3,NA,FALSE,"IDF",NA
"6576","IDFxx1","IDFxx1/104","Pyi",1,"Py",1,NA,FALSE,"IDF",NA
"6577","IDFxx1","IDFxx1/110","Fdi",1,"Fd",1,NA,FALSE,"IDF",NA
"6578","IDFxx1","IDFxx1/110","Pyi",2,"Py",2,NA,FALSE,"IDF",NA
"6579","IDFxx1","IDFxx1/111","At",2,"At",2,NA,FALSE,"IDF",NA
"6580","IDFxx1","IDFxx1/111","Ep",2,"Ep",2,NA,FALSE,"IDF",NA
"6581","IDFxx1","IDFxx1/111","Fdi",5,"Fd",5,NA,FALSE,"IDF",NA
"6582","IDFxx1","IDFxx1/111","Lw",2,"Lw",2,NA,FALSE,"IDF",NA
"6583","IDFxx1","IDFxx1/111","Pyi",2,"Py",2,NA,FALSE,"IDF",NA
"6584","IDFxx2","IDFxx2/101","Fdi",1,"Fd",1,NA,FALSE,"IDF",NA
"6585","IDFxx2","IDFxx2/101","Pyi",1,"Py",1,NA,FALSE,"IDF",NA
"6586","IDFxx2","IDFxx2/102","Fdi",2,"Fd",2,NA,FALSE,"IDF",NA
"6587","IDFxx2","IDFxx2/102","Pyi",2,"Py",2,NA,FALSE,"IDF",NA
"6588","IDFxx2","IDFxx2/103","Fdi",2,"Fd",2,NA,FALSE,"IDF",NA
"6589","IDFxx2","IDFxx2/103","Pyi",1,"Py",1,NA,FALSE,"IDF",NA
"6590","IDFxx2","IDFxx2/104","Fdi",2,"Fd",2,NA,FALSE,"IDF",NA
"6591","IDFxx2","IDFxx2/104","Pyi",1,"Py",1,NA,FALSE,"IDF",NA
"6592","IDFxx2","IDFxx2/110","At",3,"At",3,NA,FALSE,"IDF",NA
"6593","IDFxx2","IDFxx2/110","Fdi",1,"Fd",1,NA,FALSE,"IDF",NA
"6594","IDFxx2","IDFxx2/110","Lw",3,"Lw",3,NA,FALSE,"IDF",NA
"6595","IDFxx2","IDFxx2/110","Pyi",3,"Py",3,NA,FALSE,"IDF",NA
"6596","IDFxx2","IDFxx2/111","Act",3,"Ac",3,NA,FALSE,"IDF",NA
"6597","IDFxx2","IDFxx2/111","At",2,"At",2,NA,FALSE,"IDF",NA
"6598","IDFxx2","IDFxx2/111","Ep",3,"Ep",3,NA,FALSE,"IDF",NA
"6599","IDFxx2","IDFxx2/111","Fdi",1,"Fd",1,NA,FALSE,"IDF",NA
"6600","IDFxx2","IDFxx2/111","Lw",1,"Lw",1,NA,FALSE,"IDF",NA
"6601","IDFxx2","IDFxx2/111","Pli",3,"Pl",3,NA,FALSE,"IDF",NA
"6602","IDFxx2","IDFxx2/111","Pyi",3,"Py",3,NA,FALSE,"IDF",NA
"6603","IDFxx2","IDFxx2/111","Sxw",1,"Sx",1,NA,FALSE,"IDF",NA
"6604","IDFxx2","IDFxx2/112","Act",2,"Ac",2,NA,FALSE,"IDF",NA
"6605","IDFxx2","IDFxx2/112","At",2,"At",2,NA,FALSE,"IDF",NA
"6606","IDFxx2","IDFxx2/112","Ep",3,"Ep",3,NA,FALSE,"IDF",NA
"6607","IDFxx2","IDFxx2/112","Sxw",1,"Sx",1,NA,FALSE,"IDF",NA
"6608","IDFxx2","IDFxx2/112a","Act",2,"Ac",2,NA,FALSE,"IDF",NA
"6609","IDFxx2","IDFxx2/112a","At",2,"At",2,NA,FALSE,"IDF",NA
"6610","IDFxx2","IDFxx2/112a","Ep",3,"Ep",3,NA,FALSE,"IDF",NA
"6611","IDFxx2","IDFxx2/112a","Sxw",1,"Sx",1,NA,FALSE,"IDF",NA
"6612","IDFxx2","IDFxx2/112b","Act",2,"Ac",2,NA,FALSE,"IDF",NA
"6613","IDFxx2","IDFxx2/112b","At",2,"At",2,NA,FALSE,"IDF",NA
"6614","IDFxx2","IDFxx2/112b","Ep",3,"Ep",3,NA,FALSE,"IDF",NA
"6615","IDFxx2","IDFxx2/112b","Sxw",1,"Sx",1,NA,FALSE,"IDF",NA
"6919","MSdc2","MSdc2/01","Bl",2,"Bl",2,NA,FALSE,"MS",NA
"6920","MSdc2","MSdc2/01","Fdi",2,"Fd",2,NA,FALSE,"MS",NA
"6921","MSdc2","MSdc2/01","Pa",3,"Pa",3,NA,FALSE,"MS",NA
"6922","MSdc2","MSdc2/01","Pli",1,"Pl",1,NA,FALSE,"MS",NA
"6923","MSdc2","MSdc2/01","Sxw",1,"Sx",1,NA,FALSE,"MS",NA
"6924","MSdc2","MSdc2/02","Bl",3,"Bl",3,NA,FALSE,"MS",NA
"6925","MSdc2","MSdc2/02","Fdi",2,"Fd",2,NA,FALSE,"MS",NA
"6926","MSdc2","MSdc2/02","Pa",3,"Pa",3,NA,FALSE,"MS",NA
"6927","MSdc2","MSdc2/02","Pli",2,"Pl",2,NA,FALSE,"MS",NA
"6928","MSdc2","MSdc2/03","Bl",2,"Bl",2,NA,FALSE,"MS",NA
"6929","MSdc2","MSdc2/03","Fdi",1,"Fd",1,NA,FALSE,"MS",NA
"6930","MSdc2","MSdc2/03","Pa",3,"Pa",3,NA,FALSE,"MS",NA
"6931","MSdc2","MSdc2/03","Pli",1,"Pl",1,NA,FALSE,"MS",NA
"6932","MSdc2","MSdc2/04","Bl",2,"Bl",2,NA,FALSE,"MS",NA
"6933","MSdc2","MSdc2/04","Pa",3,"Pa",3,NA,FALSE,"MS",NA
"6934","MSdc2","MSdc2/04","Pli",1,"Pl",1,NA,FALSE,"MS",NA
"6935","MSdc2","MSdc2/04","Sxw",2,"Sx",2,NA,FALSE,"MS",NA
"6936","MSdc2","MSdc2/05","Bl",1,"Bl",1,NA,FALSE,"MS",NA
"6937","MSdc2","MSdc2/05","Pli",1,"Pl",1,NA,FALSE,"MS",NA
"6938","MSdc2","MSdc2/05","Sxw",1,"Sx",1,NA,FALSE,"MS",NA
"6939","MSdc2","MSdc2/06","Bl",1,"Bl",1,NA,FALSE,"MS",NA
"6940","MSdc2","MSdc2/06","Pli",1,"Pl",1,NA,FALSE,"MS",NA
"6941","MSdc2","MSdc2/06","Sxw",1,"Sx",1,NA,FALSE,"MS",NA
"6942","MSdc2","MSdc2/07","Bl",1,"Bl",1,NA,FALSE,"MS",NA
"6943","MSdc2","MSdc2/07","Pli",2,"Pl",2,NA,FALSE,"MS",NA
"6944","MSdc2","MSdc2/07","Sxw",1,"Sx",1,NA,FALSE,"MS",NA
"6945","MSdc2","MSdc2/08","Bl",2,"Bl",2,NA,FALSE,"MS",NA
"6946","MSdc2","MSdc2/08","Pli",2,"Pl",2,NA,FALSE,"MS",NA
"6947","MSdc2","MSdc2/08","Sxw",1,"Sx",1,NA,FALSE,"MS",NA
"6948","MSdk","MSdk/101","Act",3,"Ac",3,NA,FALSE,"MS",NA
"6949","MSdk","MSdk/101","At",2,"At",2,NA,FALSE,"MS",NA
"6950","MSdk","MSdk/101","Bl",3,"Bl",3,NA,FALSE,"MS",NA
"6951","MSdk","MSdk/101","Ep",2,"Ep",2,NA,FALSE,"MS",NA
"6952","MSdk","MSdk/101","Fdi",2,"Fd",2,NA,FALSE,"MS",NA
"6953","MSdk","MSdk/101","Lw",3,"Lw",3,NA,FALSE,"MS",NA
"6954","MSdk","MSdk/101","Pli",2,"Pl",2,NA,FALSE,"MS",NA
"6955","MSdk","MSdk/101","Sxw",1,"Sx",1,NA,FALSE,"MS",NA
"6956","MSdk","MSdk/102","At",3,"At",3,NA,FALSE,"MS",NA
"6957","MSdk","MSdk/102","Ep",3,"Ep",3,NA,FALSE,"MS",NA
"6958","MSdk","MSdk/102","Fdi",2,"Fd",2,NA,FALSE,"MS",NA
"6959","MSdk","MSdk/102","Pf",3,"Pf",3,NA,FALSE,"MS",NA
"6960","MSdk","MSdk/102","Pli",3,"Pl",3,NA,FALSE,"MS",NA
"6961","MSdk","MSdk/102","Pyi",4,"Py",4,NA,FALSE,"MS",NA
"6962","MSdk","MSdk/103","At",3,"At",3,NA,FALSE,"MS",NA
"6963","MSdk","MSdk/103","Bl",3,"Bl",3,NA,FALSE,"MS",NA
"6964","MSdk","MSdk/103","Ep",3,"Ep",3,NA,FALSE,"MS",NA
"6965","MSdk","MSdk/103","Fdi",1,"Fd",1,NA,FALSE,"MS",NA
"6966","MSdk","MSdk/103","Lw",3,"Lw",3,NA,FALSE,"MS",NA
"6967","MSdk","MSdk/103","Pf",3,"Pf",3,NA,FALSE,"MS",NA
"6968","MSdk","MSdk/103","Pli",2,"Pl",2,NA,FALSE,"MS",NA
"6969","MSdk","MSdk/103","Pyi",4,"Py",4,NA,FALSE,"MS",NA
"6970","MSdk","MSdk/103","Sxw",3,"Sx",3,NA,FALSE,"MS",NA
"6971","MSdk","MSdk/104","At",3,"At",3,NA,FALSE,"MS",NA
"6972","MSdk","MSdk/104","Bl",3,"Bl",3,NA,FALSE,"MS",NA
"6973","MSdk","MSdk/104","Pli",1,"Pl",1,NA,FALSE,"MS",NA
"6974","MSdk","MSdk/104","Sxw",1,"Sx",1,NA,FALSE,"MS",NA
"6975","MSdk","MSdk/105","At",2,"At",2,NA,FALSE,"MS",NA
"6976","MSdk","MSdk/105","Bl",3,"Bl",3,NA,FALSE,"MS",NA
"6977","MSdk","MSdk/105","Ep",2,"Ep",2,NA,FALSE,"MS",NA
"6978","MSdk","MSdk/105","Fdi",1,"Fd",1,NA,FALSE,"MS",NA
"6979","MSdk","MSdk/105","Lw",3,"Lw",3,NA,FALSE,"MS",NA
"6980","MSdk","MSdk/105","Pli",1,"Pl",1,NA,FALSE,"MS",NA
"6981","MSdk","MSdk/105","Sxw",2,"Sx",2,NA,FALSE,"MS",NA
"6982","MSdk","MSdk/110","Act",2,"Ac",2,NA,FALSE,"MS",NA
"6983","MSdk","MSdk/110","At",2,"At",2,NA,FALSE,"MS",NA
"6984","MSdk","MSdk/110","Bl",2,"Bl",2,NA,FALSE,"MS",NA
"6985","MSdk","MSdk/110","Cw",3,"Cw",3,NA,FALSE,"MS",NA
"6986","MSdk","MSdk/110","Ep",2,"Ep",2,NA,FALSE,"MS",NA
"6987","MSdk","MSdk/110","Fdi",2,"Fd",2,NA,FALSE,"MS",NA
"6988","MSdk","MSdk/110","Lw",3,"Lw",3,NA,FALSE,"MS",NA
"6989","MSdk","MSdk/110","Pli",2,"Pl",2,NA,FALSE,"MS",NA
"6990","MSdk","MSdk/110","Sxw",1,"Sx",1,NA,FALSE,"MS",NA
"6991","MSdk","MSdk/111","Act",2,"Ac",2,NA,FALSE,"MS",NA
"6992","MSdk","MSdk/111","At",3,"At",3,NA,FALSE,"MS",NA
"6993","MSdk","MSdk/111","Bl",3,"Bl",3,NA,FALSE,"MS",NA
"6994","MSdk","MSdk/111","Ep",3,"Ep",3,NA,FALSE,"MS",NA
"6995","MSdk","MSdk/111","Sxw",2,"Sx",2,NA,FALSE,"MS",NA
"6996","MSdk","MSdk/111a","Act",2,"Ac",2,NA,FALSE,"MS",NA
"6997","MSdk","MSdk/111a","At",3,"At",3,NA,FALSE,"MS",NA
"6998","MSdk","MSdk/111a","Bl",3,"Bl",3,NA,FALSE,"MS",NA
"6999","MSdk","MSdk/111a","Ep",3,"Ep",3,NA,FALSE,"MS",NA
"7000","MSdk","MSdk/111a","Sxw",1,"Sx",1,NA,FALSE,"MS",NA
"7001","MSdk","MSdk/111b","Act",3,"Ac",3,NA,FALSE,"MS",NA
"7002","MSdk","MSdk/111b","At",3,"At",3,NA,FALSE,"MS",NA
"7003","MSdk","MSdk/111b","Bl",3,"Bl",3,NA,FALSE,"MS",NA
"7004","MSdk","MSdk/111b","Ep",3,"Ep",3,NA,FALSE,"MS",NA
"7005","MSdk","MSdk/111b","Sxw",3,"Sx",3,NA,FALSE,"MS",NA
"7006","MSdk","MSdk/112","Act",3,"Ac",3,NA,FALSE,"MS",NA
"7007","MSdk","MSdk/112","At",3,"At",3,NA,FALSE,"MS",NA
"7008","MSdk","MSdk/112","Bl",3,"Bl",3,NA,FALSE,"MS",NA
"7009","MSdk","MSdk/112","Ep",3,"Ep",3,NA,FALSE,"MS",NA
"7010","MSdk","MSdk/112","Pli",3,"Pl",3,NA,FALSE,"MS",NA
"7011","MSdk","MSdk/112","Sxw",2,"Sx",2,NA,FALSE,"MS",NA
"7012","MSdk","MSdk/112a","Act",3,"Ac",3,NA,FALSE,"MS",NA
"7013","MSdk","MSdk/112a","At",3,"At",3,NA,FALSE,"MS",NA
"7014","MSdk","MSdk/112a","Bl",3,"Bl",3,NA,FALSE,"MS",NA
"7015","MSdk","MSdk/112a","Ep",3,"Ep",3,NA,FALSE,"MS",NA
"7016","MSdk","MSdk/112a","Pli",3,"Pl",3,NA,FALSE,"MS",NA
"7017","MSdk","MSdk/112a","Sxw",2,"Sx",2,NA,FALSE,"MS",NA
"7018","MSdk","MSdk/112b","Act",3,"Ac",3,NA,FALSE,"MS",NA
"7019","MSdk","MSdk/112b","At",3,"At",3,NA,FALSE,"MS",NA
"7020","MSdk","MSdk/112b","Bl",3,"Bl",3,NA,FALSE,"MS",NA
"7021","MSdk","MSdk/112b","Ep",3,"Ep",3,NA,FALSE,"MS",NA
"7022","MSdk","MSdk/112b","Pli",3,"Pl",3,NA,FALSE,"MS",NA
"7023","MSdk","MSdk/112b","Sxw",2,"Sx",2,NA,FALSE,"MS",NA
"7027","MSdm1","MSdm1/101","At",2,"At",2,NA,FALSE,"MS",NA
"7028","MSdm1","MSdm1/101","Bl",1,"Bl",1,NA,FALSE,"MS",NA
"7029","MSdm1","MSdm1/101","Fdi",2,"Fd",2,NA,FALSE,"MS",NA
"7030","MSdm1","MSdm1/101","Lw",2,"Lw",2,NA,FALSE,"MS",NA
"7031","MSdm1","MSdm1/101","Pli",1,"Pl",1,NA,FALSE,"MS",NA
"7032","MSdm1","MSdm1/101","Sxw",1,"Sx",1,NA,FALSE,"MS",NA
"7033","MSdm1","MSdm1/102","At",3,"At",3,NA,FALSE,"MS",NA
"7034","MSdm1","MSdm1/102","Fdi",2,"Fd",2,NA,FALSE,"MS",NA
"7035","MSdm1","MSdm1/102","Lw",2,"Lw",2,NA,FALSE,"MS",NA
"7036","MSdm1","MSdm1/102","Pli",2,"Pl",2,NA,FALSE,"MS",NA
"7037","MSdm1","MSdm1/102","Pyi",4,"Py",4,NA,FALSE,"MS",NA
"7038","MSdm1","MSdm1/103","At",3,"At",3,NA,FALSE,"MS",NA
"7039","MSdm1","MSdm1/103","Bl",3,"Bl",3,NA,FALSE,"MS",NA
"7040","MSdm1","MSdm1/103","Fdi",1,"Fd",1,NA,FALSE,"MS",NA
"7041","MSdm1","MSdm1/103","Lw",2,"Lw",2,NA,FALSE,"MS",NA
"7042","MSdm1","MSdm1/103","Pli",2,"Pl",2,NA,FALSE,"MS",NA
"7043","MSdm1","MSdm1/103","Pyi",3,"Py",3,NA,FALSE,"MS",NA
"7044","MSdm1","MSdm1/103","Sxw",3,"Sx",3,NA,FALSE,"MS",NA
"7045","MSdm1","MSdm1/104","At",2,"At",2,NA,FALSE,"MS",NA
"7046","MSdm1","MSdm1/104","Bl",2,"Bl",2,NA,FALSE,"MS",NA
"7047","MSdm1","MSdm1/104","Fdi",2,"Fd",2,NA,FALSE,"MS",NA
"7048","MSdm1","MSdm1/104","Lw",2,"Lw",2,NA,FALSE,"MS",NA
"7049","MSdm1","MSdm1/104","Pli",1,"Pl",1,NA,FALSE,"MS",NA
"7050","MSdm1","MSdm1/104","Sxw",2,"Sx",2,NA,FALSE,"MS",NA
"7051","MSdm1","MSdm1/110","Bl",2,"Bl",2,NA,FALSE,"MS",NA
"7052","MSdm1","MSdm1/110","Fdi",5,"Fd",5,NA,FALSE,"MS",NA
"7053","MSdm1","MSdm1/110","Lw",3,"Lw",3,NA,FALSE,"MS",NA
"7054","MSdm1","MSdm1/110","Pli",1,"Pl",1,NA,FALSE,"MS",NA
"7055","MSdm1","MSdm1/110","Sxw",2,"Sx",2,NA,FALSE,"MS",NA
"7056","MSdm1","MSdm1/111","Act",2,"Ac",2,NA,FALSE,"MS",NA
"7057","MSdm1","MSdm1/111","At",2,"At",2,NA,FALSE,"MS",NA
"7058","MSdm1","MSdm1/111","Bl",1,"Bl",1,NA,FALSE,"MS",NA
"7059","MSdm1","MSdm1/111","Cw",2,"Cw",2,NA,FALSE,"MS",NA
"7060","MSdm1","MSdm1/111","Ep",2,"Ep",2,NA,FALSE,"MS",NA
"7061","MSdm1","MSdm1/111","Fdi",3,"Fd",3,NA,FALSE,"MS",NA
"7062","MSdm1","MSdm1/111","Lw",3,"Lw",3,NA,FALSE,"MS",NA
"7063","MSdm1","MSdm1/111","Pli",1,"Pl",1,NA,FALSE,"MS",NA
"7064","MSdm1","MSdm1/111","Sxw",1,"Sx",1,NA,FALSE,"MS",NA
"7065","MSdm1","MSdm1/112","Act",2,"Ac",2,NA,FALSE,"MS",NA
"7066","MSdm1","MSdm1/112","At",2,"At",2,NA,FALSE,"MS",NA
"7067","MSdm1","MSdm1/112","Bl",1,"Bl",1,NA,FALSE,"MS",NA
"7068","MSdm1","MSdm1/112","Ep",2,"Ep",2,NA,FALSE,"MS",NA
"7069","MSdm1","MSdm1/112","Fdi",2,"Fd",2,NA,FALSE,"MS",NA
"7070","MSdm1","MSdm1/112","Lw",3,"Lw",3,NA,FALSE,"MS",NA
